"N-gram","原文","翻译","Total"
"征南大将军岑彭","11","11","22"
"征西大将军冯异","10","11","21"
"虎牙大将军盖延","9","9","18"
"骠骑大将军杜茂","8","8","16"
"建义大将军朱祐","10","5","15"
"赐天下男子爵位","0","14","14"
"建威大将军耿弇","12","1","13"
"郡国中都官系囚","9","4","13"
"赏赐天下男子爵","0","12","12"
"归首的每人一级","0","12","12"
"车骑将军皇甫嵩","5","6","11"
"使匈奴中郎将张","6","5","11"
"骠骑将军东平王","5","5","10"
"国中都官系囚减","6","4","10"
"中都官系囚减死","6","4","10"
"捕虏将军马武等","4","4","8"
"匈奴中郎将张奂","4","4","8"
"护羌校尉马贤讨","4","4","8"
"减天下死罪一等","4","4","8"
"诏令郡国中都官","1","7","8"
"骑将军东平王苍","5","2","7"
"都官系囚减死一","5","2","7"
"官系囚减死一等","5","2","7"
"系囚减死罪一等","3","4","7"
"横野大将军王常","3","3","6"
"河西大将军窦融","3","3","6"
"左车骑将军皇甫","3","3","6"
"骠骑大将军景丹","3","3","6"
"南大将军岑彭率","3","3","6"
"流民欲占者人一","6","0","6"
"民欲占者人一级","6","0","6"
"令郡国中都官系","3","3","6"
"髡钳城旦舂十匹","4","2","6"
"光武帝回到洛阳","0","6","6"
"令郡国中都官对","0","6","6"
"参与总领尚书事","0","6","6"
"王莽纳言将军严","3","2","5"
"莽纳言将军严尤","3","2","5"
"九江太守邓显讨","2","3","5"
"南大将军岑彭围","3","2","5"
"王莽前队大夫甄","2","3","5"
"莽前队大夫甄阜","2","3","5"
"伏波将军马援率","2","3","5"
"能直言极谏士一","5","0","5"
"直言极谏士一人","5","0","5"
"民名数流民欲占","5","0","5"
"名数流民欲占者","5","0","5"
"度辽将军邓遵率","2","3","5"
"遣光禄大夫案行","5","0","5"
"使匈奴中郎将马","3","2","5"
"郡国中都官死罪","4","1","5"
"国中都官死罪系","4","1","5"
"中都官死罪系囚","4","1","5"
"名数欲占者人一","5","0","5"
"数欲占者人一级","5","0","5"
"孔子及七十二弟","0","5","5"
"子及七十二弟子","0","5","5"
"事情已经记载在","0","5","5"
"寻迹而射的士兵","0","5","5"
"把他们打得大败","0","5","5"
"年春正月十七日","0","5","5"
"大司马吴汉率领","0","5","5"
"年春正月十九日","0","5","5"
"令天下在押囚犯","0","5","5"
"十分之四以上的","0","5","5"
"民无户籍及流民","0","5","5"
"想归首的每人一","0","5","5"
"蜀郡太守第五伦","2","2","4"
"武威将军刘尚等","2","2","4"
"更始幽州牧苗曾","2","2","4"
"虎贲中郎将邓骘","2","2","4"
"长沙太守抗徐等","2","2","4"
"太山贼公孙举等","2","2","4"
"长沙太守孙坚杀","2","2","4"
"左中郎将皇甫嵩","2","2","4"
"廷尉大将军王常","2","2","4"
"行车骑将军马防","3","1","4"
"京兆虎牙都尉耿","2","2","4"
"兆虎牙都尉耿溥","2","2","4"
"骑将军皇甫嵩讨","2","2","4"
"辽东太守公孙康","2","2","4"
"奴中郎将张奂率","2","2","4"
"征虏将军祭遵等","2","2","4"
"遣捕虏将军马武","3","1","4"
"平狄将军庞萌反","2","2","4"
"扬武将军马成等","2","2","4"
"帝使太中大夫持","2","2","4"
"遣虎牙大将军盖","3","1","4"
"牙大将军盖延等","2","2","4"
"虎贲中郎将袁术","2","2","4"
"西州大将军隗嚣","2","2","4"
"义大将军朱祐率","2","2","4"
"牙大将军盖延率","2","2","4"
"匈奴薁鞬日逐王","4","0","4"
"二十五年春正月","2","2","4"
"尊皇后曰皇太后","4","0","4"
"洛阳令下狱抵罪","2","2","4"
"诏郡国中都官系","4","0","4"
"数流民欲占者人","4","0","4"
"郡国二十三地震","2","2","4"
"校尉举贤良方正","4","0","4"
"令天下系囚罪未","4","0","4"
"天下系囚罪未决","4","0","4"
"护乌桓校尉耿晔","2","2","4"
"遣使匈奴中郎将","2","2","4"
"匈奴中郎将张耽","2","2","4"
"广陵盗贼张婴等","1","3","4"
"右趾髡钳城旦舂","4","0","4"
"趾髡钳城旦舂十","4","0","4"
"匈奴派使者进贡","0","4","4"
"祭祀孔子及七十","0","4","4"
"祀孔子及七十二","0","4","4"
"多个邑落的部众","0","4","4"
"十二月二十七日","0","4","4"
"光武帝派中郎将","0","4","4"
"匈奴革建日逐王","0","4","4"
"奴革建日逐王比","0","4","4"
"尊皇后为皇太后","0","4","4"
"穷得不能活下去","0","4","4"
"得不能活下去的","0","4","4"
"秋七月二十三日","0","4","4"
"以仓廪储粮赈济","0","4","4"
"羌校尉马贤讨伐","0","4","4"
"派光禄大夫巡视","0","4","4"
"命令天下在押囚","0","4","4"
"诏特赐钱二十万","1","2","3"
"齐殇王子都乡侯","2","1","3"
"率征虏将军祭遵","2","1","3"
"尚书令韩歆上疏","2","1","3"
"兄虎贲中郎将邓","1","2","3"
"追赠敬隐后女弟","1","2","3"
"赠敬隐后女弟小","1","2","3"
"敬隐后女弟小贵","1","2","3"
"隐后女弟小贵人","1","2","3"
"后女弟小贵人印","1","2","3"
"女弟小贵人印绶","1","2","3"
"御史中丞冯绲将","1","2","3"
"史中丞冯绲将兵","1","2","3"
"中丞冯绲将兵督","1","2","3"
"孙坚杀荆州刺史","2","1","3"
"坚杀荆州刺史王","2","1","3"
"朝歌长时杀贼数","1","2","3"
"歌长时杀贼数百","1","2","3"
"长时杀贼数百人","1","2","3"
"孔子七十二弟子","3","0","3"
"遣大司马吴汉等","2","1","3"
"行征西将军刘尚","2","1","3"
"杀汉中太守董炳","2","1","3"
"任尚遣兵击破先","3","0","3"
"尚遣兵击破先零","3","0","3"
"遣兵击破先零羌","3","0","3"
"置陇西南部都尉","2","1","3"
"中郎将皇甫规击","2","1","3"
"杀护羌校尉泠征","2","1","3"
"谏议大夫马日磾","3","0","3"
"率扬武将军马成","2","1","3"
"率平狄将军庞萌","2","1","3"
"遣伏波将军马援","3","0","3"
"南匈奴左部句龙","2","1","3"
"云中太守成严击","2","1","3"
"鲜卑围乌桓校尉","2","1","3"
"牙大将军盖延围","2","1","3"
"遣骠骑大将军杜","2","1","3"
"狄将军庞萌反叛","1","2","3"
"遣扬武将军马成","2","1","3"
"游击将军邓隆救","2","1","3"
"德行恂恂召伯春","1","2","3"
"时尚书令韩歆上","1","2","3"
"围度辽将军耿晔","2","1","3"
"置玄菟郡屯田六","2","1","3"
"玄菟郡屯田六部","2","1","3"
"煌郡营兵三百人","2","1","3"
"贲中郎将袁术烧","2","1","3"
"南阳太守成王晋","1","2","3"
"北匈奴遣使称臣","3","0","3"
"所过二千石长吏","2","1","3"
"收洛阳令下狱抵","2","1","3"
"服御珍膳靡丽难","2","1","3"
"御珍膳靡丽难成","2","1","3"
"辽将军邓遵率南","2","1","3"
"度辽将军耿夔讨","2","1","3"
"都官死罪系囚减","2","1","3"
"乳母野王君王圣","1","2","3"
"王青盖车迎帝入","2","1","3"
"青盖车迎帝入南","2","1","3"
"盖车迎帝入南宫","2","1","3"
"护羌校尉段颎追","3","0","3"
"羌校尉段颎追击","3","0","3"
"虎贲中郎将邓会","1","2","3"
"奴中郎将张奂击","2","1","3"
"永建元年春正月","1","2","3"
"流人名数欲占者","3","0","3"
"人名数欲占者人","3","0","3"
"死罪入缣二十匹","1","2","3"
"都官系囚减死罪","1","2","3"
"官系囚减死罪一","1","2","3"
"将他们全部消灭","0","3","3"
"汝南郡汝阳县人","0","3","3"
"流行这样一句话","0","3","3"
"骑将军东平王刘","0","3","3"
"将军东平王刘苍","0","3","3"
"车骑将军窦宪出","0","3","3"
"呈上大将军印绶","0","3","3"
"与征南大将军岑","0","3","3"
"与建威大将军耿","0","3","3"
"三分天下有其二","0","3","3"
"朝廷派御史中丞","0","3","3"
"江太守邓显讨伐","0","3","3"
"北匈奴派使者进","0","3","3"
"袁绍攻打公孙瓒","0","3","3"
"率领各郡的部队","0","3","3"
"被朝廷用囚车征","0","3","3"
"朝廷用囚车征召","0","3","3"
"率领左右羽林军","0","3","3"
"益州刺史率领板","0","3","3"
"谏议大夫马日石","0","3","3"
"议大夫马日石单","0","3","3"
"解除枷锁的刑徒","0","3","3"
"派伏波将军马援","0","3","3"
"波将军马援率领","0","3","3"
"千寻迹而射的士","0","3","3"
"千多个邑落的部","0","3","3"
"不知怎么办才好","0","3","3"
"帝的儿子刘子舆","0","3","3"
"于是上书给皇帝","0","3","3"
"邯郸派来的使者","0","3","3"
"家属流放到比景","0","3","3"
"大将军岑彭率领","0","3","3"
