"N-gram","原文","翻译","Total"
"派使者来进献特产","0","48","48"
"国派使者来进献特","0","34","34"
"州刺史南谯王义宣","18","6","24"
"州刺史桂阳王休范","12","8","20"
"州刺史彭城王义康","11","5","16"
"扬州刺史始兴王浚","13","2","15"
"州刺史巴陵王休若","8","7","15"
"帝泰始元年十二月","8","7","15"
"元嘉二十四年七月","8","7","15"
"三十四万四千二百","7","7","14"
"十四万四千二百六","7","7","14"
"四万四千二百六十","7","7","14"
"武帝泰始元年十二","7","7","14"
"荆州刺史南谯王义","9","4","13"
"万四千二百六十一","7","6","13"
"十九万四千九百九","7","5","12"
"九万四千九百九十","7","5","12"
"晋孝怀帝永嘉元年","6","6","12"
"州刺史长沙王义欣","9","3","12"
"大将军彭城王义康","9","3","12"
"晋武帝泰始元年十","6","6","12"
"州刺史江夏王义恭","8","3","11"
"州刺史建平王景素","6","5","11"
"州刺史临川王义庆","9","2","11"
"豫州刺史山阳王休","6","5","11"
"扬州刺史始兴王刘","0","11","11"
"扬州刺史豫章王子","5","5","10"
"州刺史豫章王子尚","5","5","10"
"孝武帝大明元年五","5","5","10"
"武帝大明元年五月","5","5","10"
"征南大将军檀道济","5","5","10"
"豫州刺史长沙王义","7","3","10"
"州刺史衡阳王义季","6","4","10"
"州刺史晋安王子勋","6","4","10"
"四千二百六十一分","5","5","10"
"元嘉二十五年五月","5","5","10"
"元嘉二十五年八月","5","5","10"
"元嘉二十四年二月","5","5","10"
"州刺史始兴王刘浚","0","10","10"
"高丽国遣使献方物","9","0","9"
"南豫州刺史武陵王","5","4","9"
"万四千九百九十分","5","4","9"
"元嘉二十五年四月","4","5","9"
"州刺史始兴王浚闻","9","0","9"
"孝武帝大明元年四","5","4","9"
"武帝大明元年四月","5","4","9"
"晋武帝太康元年更","9","0","9"
"武帝太康元年更名","9","0","9"
"高丽国派使者来进","0","9","9"
"丽国派使者来进献","0","9","9"
"满纪法则减去纪法","0","9","9"
"骠骑大将军柳元景","4","4","8"
"卫将军巴陵王休若","4","4","8"
"江州刺史桂阳王休","5","3","8"
"郢州刺史晋熙王燮","4","4","8"
