"N-gram","原文","翻译","Total"
"开府仪同三","78","83","161"
"府仪同三司","78","83","161"
"晋武帝太康","80","77","157"
"南徐州刺史","56","54","110"
"江夏王义恭","77","31","108"
"宋文帝元嘉","52","51","103"
"南豫州刺史","48","54","102"
"孝武帝大明","40","56","96"
"南兖州刺史","0","86","86"
"尚书左仆射","42","43","85"
"外散骑侍郎","43","41","84"
"员外散骑侍","43","40","83"
"元年十二月","42","41","83"
"南兗州刺史","81","1","82"
"左光禄大夫","40","41","81"
"尚书右仆射","37","40","77"
"后废帝元徽","35","33","68"
"骠骑大将军","29","33","62"
"晋武帝泰始","32","30","62"
"晋惠帝元康","31","31","62"
"发生大水灾","0","61","61"
"秦二州刺史","30","30","60"
"冀二州刺史","31","29","60"
"文帝元嘉十","30","30","60"
"元嘉二十五","29","30","59"
"嘉二十五年","29","30","59"
"建安王休仁","38","20","58"
"晋安帝义熙","28","29","57"
"遣使献方物","56","0","56"
"武帝太康元","28","27","55"
"帝太康元年","28","27","55"
"来进献特产","0","55","55"
"使者来进献","0","54","54"
"者来进献特","0","54","54"
"元嘉二十四","26","27","53"
"嘉二十四年","26","27","53"
"甘露降临于","0","52","52"
"元嘉二十二","24","27","51"
"嘉二十二年","24","27","51"
"晋太康地志","24","27","51"
"彭城王义康","40","10","50"
"江夏王刘义","0","50","50"
"夏王刘义恭","0","50","50"
"彗星出现于","0","50","50"
"南秦二州刺","25","24","49"
"文帝元嘉二","24","25","49"
"派使者来进","0","49","49"
"晋孝武帝太","21","26","47"
"孝武帝太元","22","25","47"
"晋元帝太兴","24","23","47"
"晋武帝咸宁","25","21","46"
"元嘉二十年","22","24","46"
"元嘉二十三","22","24","46"
"嘉二十三年","22","24","46"
"魏文帝黄初","24","21","45"
"刺史始兴王","24","21","45"
"孝武帝孝建","22","22","44"
"元年十一月","22","21","43"
"官员上奏说","0","43","43"
"白鹿出现于","0","43","43"
"右光禄大夫","20","22","42"
"帝泰始二年","22","20","42"
"二年十一月","22","20","42"
"晋成帝咸康","21","21","42"
"这天象预示","0","42","42"
"五年十一月","21","20","41"
"帝元嘉二十","20","21","41"
"元嘉二十六","19","22","41"
"嘉二十六年","19","22","41"
"豫州刺史刘","19","21","40"
"南谯王义宣","30","10","40"
"三年十一月","20","19","39"
"国遣使献方","39","0","39"
"金紫光禄大","20","18","38"
"紫光禄大夫","20","18","38"
"四年十一月","19","19","38"
"晋安帝隆安","20","18","38"
"州刺史始兴","21","17","38"
"刺史武陵王","20","18","38"
"巴陵王休若","20","17","37"
"征西大将军","18","19","37"
"州刺史武陵","19","18","37"
"桂阳王休范","21","15","36"
"三年十二月","18","18","36"
"四年十二月","17","19","36"
"武帝太康二","19","17","36"
"帝太康二年","19","17","36"
"明帝泰始二","18","17","35"
"车骑大将军","16","18","34"
"元嘉十三年","16","18","34"
"孝怀帝永嘉","17","17","34"
"元嘉十九年","16","18","34"
"元嘉二十七","14","20","34"
"嘉二十七年","14","20","34"
"国派使者来","0","34","34"
"汉代的旧县","0","34","34"
"晋愍帝建兴","17","16","33"
"州刺史南谯","18","15","33"
"刺史南谯王","18","15","33"
"主事官员上","0","33","33"
"事官员上奏","0","33","33"
"白獐出现于","0","33","33"
"白雀出现于","0","33","33"
"晋孝怀帝永","16","16","32"
"武帝大明元","15","17","32"
"元嘉十八年","15","17","32"
"临川王义庆","23","8","31"
"帝大明元年","15","16","31"
"始兴王刘浚","0","31","31"
"将军柳元景","15","15","30"
"年十一月癸","15","15","30"
"宋武帝永初","15","15","30"
"晋安帝元兴","15","15","30"
"武帝太元十","14","16","30"
"太宰江夏王","15","15","30"
"元嘉二十九","13","17","30"
"嘉二十九年","13","17","30"
"晋明帝太宁","14","15","29"
"衡阳王义季","20","9","29"
"始元年十二","14","14","28"
"元嘉二十一","14","14","28"
"嘉二十一年","14","14","28"
"太子中庶子","13","14","27"
"元嘉十二年","13","14","27"
"扬州刺史始","14","13","27"
"史始兴王浚","23","4","27"
"晋安王子勋","20","7","27"
"泰始元年十","14","13","27"
"军中兵参军","13","14","27"
"为广州刺史","0","27","27"
"征南大将军","13","13","26"
"晋穆帝升平","13","13","26"
"加散骑常侍","20","6","26"
"吴孙权赤乌","13","13","26"
"星白天出现","0","26","26"
"元嘉十四年","10","15","25"
"晋成帝咸和","0","25","25"
"彭城王刘义","0","25","25"
"城王刘义康","0","25","25"
"汉章帝元和","0","25","25"
"此天象预示","0","25","25"
"建平王景素","14","10","24"
"康元年三月","12","12","24"
"元嘉二十八","10","14","24"
"史南谯王义","18","6","24"
"州刺史刘道","12","12","24"
"元嘉十七年","9","15","24"
"刺史桂阳王","12","11","23"
"帝永康元年","12","11","23"
"嘉二十八年","9","14","23"
"二年十二月","11","12","23"
"宰江夏王义","14","9","23"
"帝泰始元年","12","11","23"
"元嘉十一年","11","12","23"
"为豫州刺史","0","23","23"
"将军檀道济","9","13","22"
"光禄大夫王","11","11","22"
"年十二月戊","11","11","22"
"康元年四月","11","11","22"
"晋元帝永昌","11","11","22"
"将军王玄谟","11","11","22"
"太尉江夏王","11","11","22"
"二州诸军事","12","10","22"
"永初郡国志","1","21","22"
"为领军将军","0","22","22"
"太祖文皇帝","11","10","21"
"刺史彭城王","12","9","21"
"州刺史桂阳","12","9","21"
"魏明帝景初","12","9","21"
"武帝咸宁元","10","11","21"
"帝咸宁元年","10","11","21"
"帝建武元年","10","11","21"
"年十一月乙","10","11","21"
"刺史刘道隆","11","10","21"
"月二十四日","4","17","21"
"金星白天出","0","21","21"
"为雍州刺史","0","21","21"
"有彗星出现","0","21","21"
"在大余上加","0","21","21"
"建安王刘休","0","21","21"
"安王刘休仁","0","21","21"
"州刺史王玄","10","10","20"
"史桂阳王休","12","8","20"
"进贤一梁冠","10","10","20"
"帝元康元年","10","10","20"
"武帝永初元","10","10","20"
"帝永初元年","10","10","20"
"武帝孝建元","10","10","20"
"帝孝建元年","10","10","20"
"废帝元徽元","10","10","20"
"帝元徽元年","10","10","20"
"年十一月辛","11","9","20"
"前废帝永光","10","10","20"
"帝永光元年","10","10","20"
"兗二州刺史","20","0","20"
"刺史庐陵王","11","9","20"
"刺史临川王","10","10","20"
"武帝泰始元","10","10","20"
"进贤两梁冠","9","11","20"
"十四年七月","10","10","20"
"尚书吏部郎","10","10","20"
"为徐州刺史","0","20","20"
"为湘州刺史","0","20","20"
"为平西将军","0","20","20"
"犯右执法星","0","20","20"
"为南兖州刺","0","20","20"
"有关部门上","0","20","20"
"关部门上奏","0","20","20"
"金星白天在","0","20","20"
"查占书可知","0","20","20"
"食邑五百户","11","8","19"
"州刺史彭城","12","7","19"
"荆州刺史南","10","9","19"
"山阳王休祐","17","2","19"
"北秦州刺史","10","9","19"
"千九百九十","10","9","19"
"晋惠帝永兴","10","9","19"
"愍帝建武元","10","9","19"
"晋惠帝太安","10","9","19"
"三州诸军事","11","8","19"
"州刺史庐陵","11","8","19"
"长沙王义欣","15","4","19"
"州刺史竟陵","10","9","19"
"刺史竟陵王","10","9","19"
"州刺史山阳","9","10","19"
"元嘉十六年","8","11","19"
"刺史巴陵王","9","10","19"
