"N-gram","原文","翻译","Total"
"书门下平章事","176","157","333"
"中书门下平章","175","157","332"
"同中书门下平","170","154","324"
"大都督府长史","126","125","251"
"中书门下三品","128","119","247"
"州大都督府长","121","122","243"
"同中书门下三","125","116","241"
"开府仪同三司","117","121","238"
"银青光禄大夫","104","107","211"
"检校工部尚书","100","103","203"
"月一日是朔日","0","181","181"
"检校礼部尚书","67","67","134"
"山南东道节度","63","65","128"
"山南西道节度","59","59","118"
"检校兵部尚书","58","58","116"
"南东道节度使","49","61","110"
"诸道盐铁转运","56","50","106"
"南西道节度使","48","54","102"
"剑南西川节度","53","47","100"
"检校户部尚书","49","50","99"
"检校吏部尚书","46","47","93"
"检校尚书左仆","44","45","89"
"校尚书左仆射","44","45","89"
"金紫光禄大夫","40","47","87"
"道盐铁转运使","35","52","87"
"金吾卫大将军","40","38","78"
"检校左散骑常","40","38","78"
"校左散骑常侍","40","38","78"
"义成军节度使","32","46","78"
"检校尚书右仆","38","38","76"
"校尚书右仆射","38","38","76"
"观察处置等使","70","4","74"
"扬州大都督府","37","36","73"
"凤阁鸾台平章","41","31","72"
"阁鸾台平章事","41","31","72"
"成德军节度使","28","41","69"
"年春正月一日","0","69","69"
"任同中书门下","0","65","65"
"宣武军节度使","26","37","63"
"同凤阁鸾台平","37","25","62"
"剑南东川节度","33","29","62"
"南西川节度使","28","30","58"
"弘文馆大学士","29","29","58"
"检校刑部尚书","29","29","58"
"忠武军节度使","25","33","58"
"都团练观察使","29","28","57"
"集贤殿大学士","25","27","52"
"南东川节度使","24","25","49"
"正月一日是朔","0","48","48"
"道行军大总管","23","24","47"
"加银青光禄大","35","12","47"
"春正月一日是","0","41","41"
"兼任御史大夫","0","40","40"
"为检校工部尚","0","40","40"
"同东西台三品","19","20","39"
"本官同平章事","39","0","39"
"凤翔陇右节度","20","18","38"
"昭义军节度使","8","30","38"
"节度观察等使","29","7","36"
"右金吾卫大将","18","17","35"
"潞州大都督府","16","18","34"
"等州观察处置","14","19","33"
"左金吾卫大将","17","16","33"
"武宁军节度使","14","19","33"
"天平军节度使","13","20","33"
"翰林学士承旨","16","16","32"
"为开府仪同三","0","32","32"
"翔陇右节度使","14","16","30"
"左骁卫大将军","14","14","28"
"盐铁转运等使","26","2","28"
"尚书户部侍郎","15","13","28"
"检校右散骑常","13","15","28"
"校右散骑常侍","13","15","28"
"秘书省校书郎","14","14","28"
"横海军节度使","12","15","27"
"为尚书左仆射","0","27","27"
"任命兵部侍郎","0","27","27"
"太子宾客分司","14","12","26"
"军节度副大使","11","15","26"
"英国公李责力","0","26","26"
"右金吾卫将军","12","12","24"
"镇海军节度使","7","17","24"
"翰林侍讲学士","13","11","24"
"凤翔节度使李","12","12","24"
"为尚书右仆射","0","24","24"
"任检校工部尚","0","24","24"
"为检校礼部尚","0","24","24"
"南节度副大使","11","12","23"
"节度使李光颜","11","12","23"
"二月二十二日","2","21","23"
"为检校兵部尚","0","23","23"
"任诸道盐铁转","0","23","23"
"任山南东道节","0","23","23"
"审查并记录囚","0","23","23"
"幽州节度使李","11","11","22"
"道盐铁转运等","20","2","22"
"左金吾大将军","11","11","22"
"天下兵马元帅","11","11","22"
