"N-gram","原文","翻译","Total"
"中书门下平章事","175","157","332"
"同中书门下平章","170","154","324"
"州大都督府长史","121","122","243"
"同中书门下三品","125","116","241"
"山南西道节度使","46","52","98"
"山南东道节度使","44","54","98"
"检校尚书左仆射","44","45","89"
"诸道盐铁转运使","35","47","82"
"检校左散骑常侍","40","38","78"
"检校尚书右仆射","38","38","76"
"凤阁鸾台平章事","41","31","72"
"扬州大都督府长","36","35","71"
"同凤阁鸾台平章","37","25","62"
"剑南西川节度使","28","30","58"
"剑南东川节度使","24","25","49"
"正月一日是朔日","0","48","48"
"加银青光禄大夫","35","12","47"
"年春正月一日是","0","41","41"
"春正月一日是朔","0","41","41"
"为检校工部尚书","0","40","40"
"右金吾卫大将军","18","17","35"
"潞州大都督府长","16","18","34"
"左金吾卫大将军","17","16","33"
"任同中书门下三","0","33","33"
"为开府仪同三司","0","32","32"
"凤翔陇右节度使","14","16","30"
"任同中书门下平","0","29","29"
"检校右散骑常侍","12","15","27"
"任检校工部尚书","0","24","24"
"为检校礼部尚书","0","24","24"
"为检校兵部尚书","0","23","23"
"任诸道盐铁转运","0","23","23"
"任山南东道节度","0","23","23"
"诸道盐铁转运等","20","2","22"
"道盐铁转运等使","20","2","22"
"充山南东道节度","21","0","21"
"亲自审查并记录","0","21","21"
"自审查并记录囚","0","21","21"
"剑南西川节度副","10","10","20"
"成德军节度使王","10","10","20"
"充诸道盐铁转运","19","1","20"
"为检校户部尚书","0","20","20"
"十一月一日是朔","0","20","20"
"一月一日是朔日","0","20","20"
"为银青光禄大夫","0","20","20"
"西川节度副大使","10","9","19"
"依旧同中书门下","17","2","19"
"魏州大都督府长","9","10","19"
"加开府仪同三司","18","1","19"
"等州观察处置使","1","18","19"
"灵州大都督府长","10","9","19"
"审查并记录囚徒","0","19","19"
"南西川节度副大","10","8","18"
"淮南节度副大使","9","9","18"
"荆州大都督府长","9","9","18"
"旧同中书门下三","15","3","18"
"益州大都督府长","9","9","18"
"为检校左散骑常","0","18","18"
"以本职任同平章","0","18","18"
"本职任同平章事","0","18","18"
"任山南西道节度","0","18","18"
"同凤阁鸾台三品","10","7","17"
"都任同中书门下","0","17","17"
