"N-gram","原文","翻译","Total"
"是北山后支向南延伸而","0","5","5"
"北山后支向南延伸而下","0","5","5"
"山后支向南延伸而下的","0","5","5"
"后支向南延伸而下的第","0","5","5"
"它是北山后支向南延伸","0","3","3"
"有个百户人家的村落在","0","3","3"
"个百户人家的村落在江","0","3","3"
"重往东环绕南下的分支","0","3","3"
"罗洪洞上林县东北四十","2","0","2"
"洪洞上林县东北四十五","2","0","2"
"洞上林县东北四十五里","2","0","2"
"二月初一日东方一缕云","1","1","2"
"宣德初张侯特使广东时","2","0","2"
"德初张侯特使广东时手","2","0","2"
"初张侯特使广东时手书","2","0","2"
"遂颜书媲胜耶宋陈衍云","2","0","2"
"洪武二十八年改隶广西","1","1","2"
"秀乐长真第二十一洞天","1","1","2"
"迤逦ｙíｌì曲折连绵","2","0","2"
"都御史刘世曾奉命征讨","1","1","2"
"师宗州乌鲁河界八十五","1","1","2"
"宗州乌鲁河界八十五里","1","1","2"
"佐县桃源界一百二十里","1","1","2"
"巃嵸ｌóｎｇｚōｎｇ","2","0","2"
"山名山脉山形山界开辟","1","1","2"
"名山脉山形山界开辟鼎","1","1","2"
"山脉山形山界开辟鼎盛","1","1","2"
"脉山形山界开辟鼎盛二","1","1","2"
"山形山界开辟鼎盛二卷","1","1","2"
"形山界开辟鼎盛二卷名","1","1","2"
"山界开辟鼎盛二卷名胜","1","1","2"
"界开辟鼎盛二卷名胜分","1","1","2"
"开辟鼎盛二卷名胜分标","1","1","2"
"辟鼎盛二卷名胜分标胜","1","1","2"
"闰四月初八日夜雨霏霏","1","1","2"
"己卯二月初一日木公命","1","1","2"
"爱袁石公补填积雪成新","1","1","2"
"袁石公补填积雪成新径","1","1","2"
"一条溪水从西南的山峡","0","2","2"
"条溪水从西南的山峡中","0","2","2"
"溪水从西南的山峡中流","0","2","2"
"水从西南的山峡中流来","0","2","2"
"与从南边常冲流来的溪","0","2","2"
"从南边常冲流来的溪水","0","2","2"
"南边常冲流来的溪水汇","0","2","2"
"边常冲流来的溪水汇合","0","2","2"
"常冲流来的溪水汇合而","0","2","2"
"冲流来的溪水汇合而往","0","2","2"
"流来的溪水汇合而往北","0","2","2"
"来的溪水汇合而往北流","0","2","2"
"的溪水汇合而往北流去","0","2","2"
"拢北有条山冈横障在溪","0","2","2"
"北有条山冈横障在溪前","0","2","2"
"若像是在为村庄守护关","0","2","2"
"像是在为村庄守护关口","0","2","2"
"只有莲花洞的路可以走","0","2","2"
"有莲花洞的路可以走了","0","2","2"
"南面山崖悬空坠落而下","0","2","2"
"静闻去游览净慈寺和吴","0","2","2"
"闻去游览净慈寺和吴山","0","2","2"
"城墙上排列如齿的矮墙","0","2","2"
"面和福建省界的那座大","0","2","2"
"和福建省界的那座大山","0","2","2"
"从应感峰西南面流来的","0","2","2"
"面那块大平地中的水从","0","2","2"
"分出支脉往西延伸下去","0","2","2"
"衡山往西延伸而来的山","0","2","2"
"另外又有张公宗琏所著","0","2","2"
"外又有张公宗琏所著的","0","2","2"
"它是宣德初年张侯担负","0","2","2"
"是宣德初年张侯担负特","0","2","2"
"宣德初年张侯担负特别","0","2","2"
"德初年张侯担负特别使","0","2","2"
"初年张侯担负特别使命","0","2","2"
"年张侯担负特别使命出","0","2","2"
"张侯担负特别使命出使","0","2","2"
"侯担负特别使命出使广","0","2","2"
"担负特别使命出使广东","0","2","2"
"负特别使命出使广东时","0","2","2"
"特别使命出使广东时亲","0","2","2"
"别使命出使广东时亲自","0","2","2"
"使命出使广东时亲自撰","0","2","2"
"命出使广东时亲自撰写","0","2","2"
"出使广东时亲自撰写的","0","2","2"
"他家族中的人将它珍藏","0","2","2"
"家族中的人将它珍藏了","0","2","2"
"族中的人将它珍藏了两","0","2","2"
"中的人将它珍藏了两百","0","2","2"
"的人将它珍藏了两百多","0","2","2"
"人将它珍藏了两百多年","0","2","2"
"作为旅游西部地区的费","0","2","2"
"为旅游西部地区的费用","0","2","2"
"现到了这里竟然不能登","0","2","2"
"到了这里竟然不能登岸","0","2","2"
"它的侧边镶嵌着一块石","0","2","2"
"的侧边镶嵌着一块石镜","0","2","2"
"有一面光亮而颜色是黑","0","2","2"
"一面光亮而颜色是黑的","0","2","2"
"远处江对面的村庄树木","0","2","2"
"都清晰地映射到石块上","0","2","2"
"元氏起初命名的意思是","0","2","2"
"所造的三个字分别以水","0","2","2"
"到石楼寻访成武丁的遗","0","2","2"
"石楼寻访成武丁的遗迹","0","2","2"
"溪水流进洞中而无尽头","0","2","2"
"隆隆的雷声中雨大下起","0","2","2"
"隆的雷声中雨大下起来","0","2","2"
"仿佛是被平平地切削而","0","2","2"
"佛是被平平地切削而成","0","2","2"
"是被平平地切削而成的","0","2","2"
"有块上有无量寿佛指甲","0","2","2"
"块上有无量寿佛指甲印","0","2","2"
"上有无量寿佛指甲印的","0","2","2"
"有无量寿佛指甲印的岩","0","2","2"
"无量寿佛指甲印的岩石","0","2","2"
"写着六个细点组成的字","0","2","2"
"从观音静室远远望见两","0","2","2"
"观音静室远远望见两个","0","2","2"
"音静室远远望见两个人","0","2","2"
"静室远远望见两个人进","0","2","2"
"室远远望见两个人进入","0","2","2"
"远远望见两个人进入山","0","2","2"
"远望见两个人进入山善","0","2","2"
"望见两个人进入山善的","0","2","2"
"见两个人进入山善的荆","0","2","2"
"两个人进入山善的荆棘","0","2","2"
"个人进入山善的荆棘丛","0","2","2"
"人进入山善的荆棘丛中","0","2","2"
"询问之后知道是去挖掘","0","2","2"
"问之后知道是去挖掘青","0","2","2"
"之后知道是去挖掘青暑","0","2","2"
"后知道是去挖掘青暑的","0","2","2"
"知道是去挖掘青暑的人","0","2","2"
"却弄不清楚那是什么东","0","2","2"
"弄不清楚那是什么东西","0","2","2"
"我自从在大鼻山刘家烤","0","2","2"
"自从在大鼻山刘家烤了","0","2","2"
"从在大鼻山刘家烤了观","0","2","2"
"在大鼻山刘家烤了观音","0","2","2"
"大鼻山刘家烤了观音竹","0","2","2"
"鼻山刘家烤了观音竹笋","0","2","2"
"马上找来一个山里人用","0","2","2"
"上找来一个山里人用的","0","2","2"
"找来一个山里人用的竹","0","2","2"
"来一个山里人用的竹篮","0","2","2"
"一个山里人用的竹篮背","0","2","2"
"个山里人用的竹篮背着","0","2","2"
"山里人用的竹篮背着它","0","2","2"
"营菌一类可以食用的东","0","2","2"
"菌一类可以食用的东西","0","2","2"
"又走三里见到平坦的田","0","2","2"
"走三里见到平坦的田野","0","2","2"
"以为是去刘仙岩的路了","0","2","2"
"而此处又有个冷水洞雳","0","2","2"
"此处又有个冷水洞雳凉","0","2","2"
"处又有个冷水洞雳凉水","0","2","2"
"又有个冷水洞雳凉水洞","0","2","2"
