"N-gram","原文","翻译","Total"
"派使者前来进","0","98","98"
"使者前来进贡","0","95","95"
"西北路招讨使","37","37","74"
"知北院枢密使","31","32","63"
"汉人行宫都部","30","30","60"
"人行宫都部署","30","30","60"
"南院枢密使事","28","29","57"
"武定军节度使","27","27","54"
"北院枢密使事","26","27","53"
"西南面招讨使","25","27","52"
"契丹行宫都部","26","26","52"
"丹行宫都部署","26","26","52"
"年春正月初一","0","51","51"
"知南院枢密使","25","24","49"
"北院枢密副使","24","21","45"
"辽兴军节度使","20","20","40"
"同知枢密院事","19","19","38"
"南府宰相耶律","15","18","33"
"政事门下平章","16","17","33"
"事门下平章事","16","17","33"
"国派使者前来","0","33","33"
"为北院枢密使","0","33","33"
"同政事门下平","15","16","31"
"年春正月初二","0","31","31"
"为南院枢密使","0","30","30"
"大同军节度使","14","14","28"
"青牛白马祭天","23","4","27"
"高丽派使者前","0","26","26"
"丽派使者前来","0","26","26"
"牛白马祭天地","22","3","25"
"同知南院枢密","12","13","25"
"北院枢密使萧","10","14","24"
"知南京留守事","12","12","24"
"歇驾于藕丝淀","0","24","24"
"夏国派使者前","0","23","23"
"天下兵马大元","11","11","22"
"下兵马大元帅","11","11","22"
"军节度使耶律","11","11","22"
"同知南京留守","11","11","22"
"察看犯人口供","0","22","22"
"派使者来进贡","0","21","21"
"迭剌部夷离堇","10","10","20"
"中书门下平章","10","10","20"
"书门下平章事","10","10","20"
"北院枢密使耶","10","10","20"
"院枢密使耶律","10","10","20"
"北院大王耶律","9","11","20"
"顺义军节度使","10","10","20"
"同知北院枢密","10","10","20"
"女真前来进贡","0","20","20"
"铁骊前来进贡","0","20","20"
"白马祭祀天地","0","20","20"
"同中书门下平","10","9","19"
"南院大王耶律","8","11","19"
"用青牛白马祭","0","19","19"
"青牛白马祭祀","0","19","19"
"牛白马祭祀天","0","19","19"
"彰国军节度使","9","9","18"
"北路招讨使萧","9","9","18"
"院枢密使事萧","9","9","18"
"知右夷离毕事","9","9","18"
"枢密使事耶律","9","9","18"
"回鹘前来进贡","0","18","18"
"五年春正月初","0","18","18"
"四年春正月初","0","18","18"
"阻卜前来进贡","0","18","18"
"院枢密使事耶","8","9","17"
"彰德军节度使","8","8","16"
"枢密使耶律斜","8","8","16"
"密使耶律斜轸","8","8","16"
"开府仪同三司","8","8","16"
"长宁军节度使","8","8","16"
"广德军节度使","8","8","16"
"乌古部节度使","8","8","16"
"二年春正月初","0","16","16"
"三年春正月初","0","16","16"
"汉派使者前来","0","16","16"
"皇上到混同江","0","16","16"
"知北院枢密事","8","7","15"
"年春正月初三","0","15","15"
"派使者前来朝","0","15","15"
"为武定军节度","0","15","15"
"枢密副使耶律","7","7","14"
"忠顺军节度使","7","7","14"
"西南面招讨都","7","7","14"
"南面招讨都监","7","7","14"
"行宫都部署耶","7","7","14"
"宫都部署耶律","7","7","14"
"查看犯人口供","0","14","14"
"派使者前来告","0","14","14"
"放榜录取进士","0","14","14"
"来祝贺千龄节","0","14","14"
"为汉人行宫都","0","14","14"
"夏国王李乾顺","6","7","13"
"七年春正月初","0","13","13"
"年春正月初五","0","13","13"
"六年春正月初","0","13","13"
"九年春正月初","0","13","13"
"使者前来祝贺","0","13","13"
"派使者前来致","0","13","13"
"使者前来致谢","0","13","13"
"为西北路招讨","0","13","13"
"前来祝贺千龄","0","13","13"
"卢龙军节度使","6","6","12"
"十一年春正月","6","6","12"
"十二年春正月","6","6","12"
"临海军节度使","6","6","12"
"金吾卫大将军","6","6","12"
"西南路招讨使","5","7","12"
"东京留守耶律","6","6","12"
"监门卫上将军","6","6","12"
"监门卫大将军","6","6","12"
"夏国王李德昭","6","6","12"
"彰武军节度使","6","6","12"
"汉人行宫副部","6","6","12"
"人行宫副部署","6","6","12"
"东北路统军使","6","6","12"
"派使者前来报","0","12","12"
"派使者前来祝","0","12","12"
"女真派使者前","0","12","12"
"真派使者前来","0","12","12"
"八年春正月初","0","12","12"
"府宰相耶律沙","5","6","11"
"祗候郎君详稳","5","6","11"
"元年春正月初","0","11","11"
"派使者前来求","0","11","11"
"鼻骨德前来进","0","11","11"
"骨德前来进贡","0","11","11"
"为西南面招讨","0","11","11"
"皇上朝见皇太","0","11","11"
"上朝见皇太后","0","11","11"
"前来祝贺正旦","0","11","11"
"西南面招讨司","6","4","10"
"兴国军节度使","5","5","10"
"义武军节度使","5","5","10"
"上京留守耶律","5","5","10"
"十三年春正月","5","5","10"
"十四年春正月","5","5","10"
"步军都指挥使","5","5","10"
"保静军节度使","5","5","10"
"卫上将军耶律","5","5","10"
"秦晋国王隆庆","5","5","10"
"阻卜酋长乌八","5","5","10"
"殿前都点检萧","5","5","10"
"吴国王萧孝穆","5","5","10"
"院枢密副使耶","5","5","10"
"燕赵国王洪基","5","5","10"
"院枢密使萧革","4","6","10"
"南院枢密使萧","5","5","10"
"知左夷离毕事","5","5","10"
"知东京留守事","5","5","10"
"左夷离毕耶律","5","5","10"
"知奚六部大王","5","5","10"
"奚六部大王事","5","5","10"
"崇义军节度使","5","5","10"
"重熙二十一年","5","5","10"
"同知南院宣徽","5","5","10"
"为之停止上朝","0","10","10"
"为契丹行宫都","0","10","10"
"年春正月初四","0","10","10"
"为奚六部大王","0","10","10"
"正旦正副使者","0","10","10"
