"N-gram","原文","翻译","Total"
"派使者前来","0","224","224"
"北院枢密使","103","108","211"
"南院枢密使","95","96","191"
"年春正月初","0","140","140"
"行宫都部署","62","62","124"
"院枢密使事","54","56","110"
"使者前来进","0","100","100"
"者前来进贡","0","95","95"
"西北路招讨","44","44","88"
"西南面招讨","39","39","78"
"知北院枢密","39","39","78"
"北路招讨使","37","37","74"
"知枢密院事","31","30","61"
"汉人行宫都","30","30","60"
"人行宫都部","30","30","60"
"门下平章事","29","29","58"
"定军节度使","28","28","56"
"德军节度使","27","27","54"
"南面招讨使","26","28","54"
"武定军节度","27","27","54"
"义军节度使","26","26","52"
"契丹行宫都","26","26","52"
"丹行宫都部","26","26","52"
"院枢密副使","28","24","52"
"知南院枢密","26","25","51"
"冬十月初一","0","51","51"
"春正月初一","0","51","51"
"二年春正月","23","23","46"
"青牛白马祭","23","23","46"
"北院枢密副","24","21","45"
"三年春正月","21","23","44"
"五年春正月","22","22","44"
"枢密直学士","22","22","44"
"四年春正月","21","22","43"
"节度使耶律","20","20","40"
"辽兴军节度","20","20","40"
"兴军节度使","20","20","40"
"枢密使耶律","20","20","40"
"同知枢密院","20","20","40"
"院大王耶律","17","22","39"
"秋七月初一","0","39","39"
"为北院枢密","0","39","39"
"七年春正月","19","19","38"
"北府宰相萧","18","20","38"
"殿前都点检","19","19","38"
"奚六部大王","19","19","38"
"夏国派使者","0","38","38"
"九年春正月","18","18","36"
"南京统军使","18","18","36"
"看犯人口供","0","36","36"
"国军节度使","17","17","34"
"院枢密使萧","15","19","34"
"驸马都尉萧","17","17","34"
"国派使者前","0","34","34"
"南府宰相耶","15","18","33"
"府宰相耶律","15","18","33"
"政事门下平","16","17","33"
"事门下平章","16","17","33"
"夏四月初一","0","33","33"
"六年春正月","16","16","32"
"八年春正月","16","16","32"
"月二十一日","0","32","32"
"高丽派使者","0","32","32"
"为南院枢密","0","32","32"
"同政事门下","15","16","31"
"春正月初二","0","31","31"
"武军节度使","15","15","30"
"大同军节度","15","15","30"
"南院宣徽使","15","15","30"
"为北府宰相","0","30","30"
"为南府宰相","0","30","30"
"北院宣徽使","14","15","29"
"十二月初一","0","29","29"
"十一月初一","0","29","29"
"同军节度使","14","14","28"
"皇上歇驾于","0","28","28"
"牛白马祭天","23","4","27"
"为参知政事","0","27","27"
"元年春正月","13","13","26"
"南京留守事","13","13","26"
"女真派使者","0","26","26"
"朝见皇太后","0","26","26"
"丽派使者前","0","26","26"
"白马祭天地","22","3","25"
"燕国王延禧","14","11","25"
"同知南院枢","12","13","25"
"派使者进献","0","25","25"
"京留守耶律","12","12","24"
"右皮室详稳","12","12","24"
"知南京留守","12","12","24"
"驻跸藕丝淀","24","0","24"
"歇驾于藕丝","0","24","24"
"驾于藕丝淀","0","24","24"
"十年春正月","12","11","23"
"月二十二日","0","23","23"
"为南院大王","0","23","23"
"天下兵马大","11","11","22"
"下兵马大元","11","11","22"
"兵马大元帅","11","11","22"
"军节度使萧","11","11","22"
"军节度使耶","11","11","22"
"阿萨兰回鹘","11","11","22"
"同知南京留","11","11","22"
"知右夷离毕","11","11","22"
"察看犯人口","0","22","22"
"祭祀木叶山","0","22","22"
"派使者请求","0","22","22"
"为北院大王","0","22","22"
"黑车子室韦","10","11","21"
"女直遣使贡","21","0","21"
"高丽遣使贡","21","0","21"
"蒲卢毛朵部","11","10","21"
"皇太弟重元","11","10","21"
"月二十三日","0","21","21"
"派使者来进","0","21","21"
"使者来进贡","0","21","21"
"年春正月甲","20","0","20"
"年春正月乙","20","0","20"
"迭剌部夷离","10","10","20"
"剌部夷离堇","10","10","20"
"中书门下平","10","10","20"
"书门下平章","10","10","20"
"使耶律斜轸","10","10","20"
"院枢密使耶","10","10","20"
"北院大王耶","9","11","20"
"顺义军节度","10","10","20"
"同知北院枢","10","10","20"
"乌古敌烈部","10","10","20"
"东北路统军","10","10","20"
"女真前来进","0","20","20"
"真前来进贡","0","20","20"
"铁骊前来进","0","20","20"
"骊前来进贡","0","20","20"
"月二十五日","0","20","20"
"白马祭祀天","0","20","20"
"马祭祀天地","0","20","20"
"同中书门下","10","9","19"
"南院大王耶","8","11","19"
"月二十八日","0","19","19"
"月二十七日","0","19","19"
"阻卜前来进","0","19","19"
"秋七月二十","0","19","19"
"用青牛白马","0","19","19"
"牛白马祭祀","0","19","19"
"为上京留守","0","19","19"
"西南路招讨","9","9","18"
"彰国军节度","9","9","18"
"军都指挥使","9","9","18"
"宁军节度使","9","9","18"
"顺军节度使","9","9","18"
"路招讨使萧","9","9","18"
"古部节度使","9","9","18"
"招讨使耶律","9","9","18"
"枢密使事萧","9","9","18"
"右夷离毕事","9","9","18"
"枢密使事耶","9","9","18"
"密使事耶律","9","9","18"
"回鹘前来进","0","18","18"
"鹘前来进贡","0","18","18"
"拜谒太祖庙","0","18","18"
"卜前来进贡","0","18","18"
"举行再生礼","0","18","18"
"年春正月庚","17","0","17"
"年春正月戊","16","1","17"
"封漆水郡王","11","6","17"
"年春正月辛","17","0","17"
"派使者前往","0","17","17"
"十一月二十","0","17","17"
"月二十六日","0","17","17"
"十二月初三","0","17","17"
"为中京留守","0","17","17"
"年春正月癸","15","1","16"
"年春正月丙","16","0","16"
"海军节度使","8","8","16"
"彰德军节度","8","8","16"
"密使耶律斜","8","8","16"
"开府仪同三","8","8","16"
"府仪同三司","8","8","16"
"东京留守萧","8","8","16"
"长宁军节度","8","8","16"
"夏国遣使贡","16","0","16"
"封兰陵郡王","12","4","16"
"广德军节度","8","8","16"
"乌古部节度","8","8","16"
"枢密副使萧","9","7","16"
"都部署耶律","8","8","16"
"北院枢密事","8","8","16"
"使者前来朝","0","16","16"
"回鹘派使者","0","16","16"
"汉派使者前","0","16","16"
"放榜录进士","0","16","16"
"皇上到混同","0","16","16"
"上到混同江","0","16","16"
"夷离毕耶律","8","7","15"
"夏四月二十","0","15","15"
"德前来进贡","0","15","15"
"春正月初三","0","15","15"
"祝贺千龄节","0","15","15"
"为汉人行宫","0","15","15"
"为武定军节","0","15","15"
"任北院枢密","0","15","15"
"年春正月壬","14","0","14"
"回鹘阿萨兰","7","7","14"
"宣政殿学士","7","7","14"
"回鹘遣使贡","14","0","14"
"枢密副使耶","7","7","14"
"密副使耶律","7","7","14"
"南京副留守","7","7","14"
"左夷离毕萧","7","7","14"
"东北路详稳","7","7","14"
"忠顺军节度","7","7","14"
"行宫副部署","7","7","14"
"南面招讨都","7","7","14"
"面招讨都监","7","7","14"
"宫都部署耶","7","7","14"
"知东京留守","7","7","14"
"查看犯人口","0","14","14"
"年春正月十","0","14","14"
"十二月二十","0","14","14"
"派使者来访","0","14","14"
"月二十四日","0","14","14"
"使者前来告","0","14","14"
"放榜录取进","0","14","14"
"榜录取进士","0","14","14"
"来祝贺千龄","0","14","14"
"年春正月己","13","0","13"
"年春正月丁","13","0","13"
"夏国王李乾","6","7","13"
"国王李乾顺","6","7","13"
"春正月初五","0","13","13"
"鼻骨德前来","0","13","13"
"使者前来祝","0","13","13"
"者前来祝贺","0","13","13"
"使者前来致","0","13","13"
"者前来致谢","0","13","13"
"皇上派使者","0","13","13"
"为西北路招","0","13","13"
"秋七月初七","0","13","13"
"前来祝贺千","0","13","13"
"大元帅尧骨","6","6","12"
"南院夷离堇","6","6","12"
"卢龙军节度","6","6","12"
"龙军节度使","6","6","12"
"十一年春正","6","6","12"
"一年春正月","6","6","12"
"十二年春正","6","6","12"
"临海军节度","6","6","12"
"金吾卫大将","6","6","12"
"吾卫大将军","6","6","12"
"南路招讨使","5","7","12"
"本部夷离堇","6","6","12"
"东京统军使","6","6","12"
"秦王韩匡嗣","6","6","12"
"统军使耶律","6","6","12"
"东京留守耶","6","6","12"
"监门卫上将","6","6","12"
"门卫上将军","6","6","12"
"监门卫大将","6","6","12"
"门卫大将军","6","6","12"
"夏国王李德","6","6","12"
"国王李德昭","6","6","12"
"彰武军节度","6","6","12"
"汉人行宫副","6","6","12"
"人行宫副部","6","6","12"
"北路统军司","6","6","12"
"北路统军使","6","6","12"
"冬十月初二","0","12","12"
"冬十月二十","0","12","12"
"夏四月初三","0","12","12"
"十二月初二","0","12","12"
"月二十九日","0","12","12"
"使者前来报","0","12","12"
"真派使者前","0","12","12"
"派使者前去","0","12","12"
"为南京留守","0","12","12"
"为左夷离毕","0","12","12"
"为右夷离毕","0","12","12"
"来祝贺正旦","0","12","12"
"宰相耶律沙","5","6","11"
"承天皇太后","5","6","11"
"祗候郎君详","5","6","11"
"候郎君详稳","5","6","11"
"知兴中府事","10","1","11"
"秋七月初二","0","11","11"
"使者前来求","0","11","11"
"二月十三日","0","11","11"
"骨德前来进","0","11","11"
"南唐派使者","0","11","11"
"派使者进贡","0","11","11"
"财物各若干","0","11","11"
"为西南面招","0","11","11"
"皇上朝见皇","0","11","11"
"上朝见皇太","0","11","11"
"为驸马都尉","0","11","11"
"为枢密副使","0","11","11"
"前来祝贺正","0","11","11"
"任南院枢密","0","11","11"
"兴中府知府","0","11","11"
"南面招讨司","6","4","10"
"群臣上尊号","7","3","10"
"兴国军节度","5","5","10"
"义武军节度","5","5","10"
"应天皇太后","5","5","10"
"上京留守耶","5","5","10"
"平军节度使","5","5","10"
"十三年春正","5","5","10"
"十四年春正","5","5","10"
"州刺史耶律","5","5","10"
"步军都指挥","5","5","10"
"保静军节度","5","5","10"
"静军节度使","5","5","10"
"特进检校太","5","5","10"
"圣军节度使","5","5","10"
"卫上将军耶","5","5","10"
"上将军耶律","5","5","10"
"贺宋正旦使","8","2","10"
