"N-gram","原文","翻译","Total"
"开府仪同三","30","35","65"
"府仪同三司","30","35","65"
"南兖州刺史","27","27","54"
"竟陵王子良","40","9","49"
"尚书令王俭","21","24","45"
"骠骑大将军","22","22","44"
"南徐州刺史","18","22","40"
"太子中庶子","18","18","36"
"金紫光禄大","16","19","35"
"紫光禄大夫","16","19","35"
"星顺行进入","0","34","34"
"加散骑常侍","18","14","32"
"南豫州刺史","15","14","29"
"职依前未变","0","26","26"
"二州诸军事","13","12","25"
"豫章王萧嶷","0","24","24"
"太祖萧道成","0","24","24"
"迁散骑常侍","17","6","23"
"始安王遥光","18","5","23"
"进入太微垣","0","23","23"
"大小的流星","0","23","23"
"冀二州刺史","11","11","22"
"尚书右仆射","9","12","21"
"星东北一尺","10","11","21"
"太祖的父亲","0","21","21"
"进入羽林星","0","21","21"
"为辅国将军","0","20","20"
"为宁朔将军","0","19","19"
"司徒左长史","9","9","18"
"左仆射王俭","9","9","18"
"尚书令徐孝","9","9","18"
"书令徐孝嗣","9","9","18"
"食邑三百户","2","16","18"
"为散骑常侍","0","18","18"
"头第一颗星","0","18","18"
"星白天出现","0","18","18"
"有颗流星像","0","18","18"
"左光禄大夫","8","9","17"
"永明十一年","6","11","17"
"除宁朔将军","16","1","17"
"任散骑常侍","0","17","17"
"陵王萧子良","0","17","17"
"捕获一只白","0","17","17"
"秦二州刺史","9","7","16"
"司徒右长史","8","8","16"
"郁林王即位","0","16","16"
"冲犯太微垣","0","16","16"
"太祖高皇帝","9","6","15"
"遣中书舍人","13","2","15"
"祠部郎何佟","8","7","15"
"太子中舍人","8","7","15"
"为冠军将军","0","15","15"
"头第二颗星","0","15","15"
"金星白天出","0","15","15"
"火星顺行进","0","15","15"
"升器具大小","0","15","15"
"树枝杈相连","0","15","15"
"职依前不变","0","15","15"
"军中兵参军","7","7","14"
"南东海太守","12","2","14"
"南秦二州刺","8","6","14"
"尚书令王晏","7","7","14"
"加辅国将军","9","5","14"
"辕西头第一","7","7","14"
"南辕西头第","7","7","14"
"星西南一尺","6","8","14"
"太白昼见午","14","0","14"
"南兖兖徐青","9","5","14"
"兖兖徐青冀","9","5","14"
"兖徐青冀五","9","5","14"
"徐青冀五州","9","5","14"
"任辅国将军","0","14","14"
"白天出现在","0","14","14"
"天出现在午","0","14","14"
"出现在午位","0","14","14"
"金星顺行进","0","14","14"
"桂阳王休范","7","6","13"
"入东井旷中","13","0","13"
"为江州刺史","0","13","13"
"任冠军将军","0","13","13"
"月进入井宿","0","13","13"
"火星顺行在","0","13","13"
"甘美的雨露","0","13","13"
"浪峰冲上渡","0","13","13"
"为征虏将军","0","13","13"
"尚书左仆射","6","6","12"
"建平王景素","7","5","12"
"中军大将军","6","6","12"
"巴东王子响","10","2","12"
"太尉陈显达","6","6","12"
"北秦州刺史","6","6","12"
"元元年七月","6","6","12"
"北辕西头第","6","6","12"
"辕西头第二","6","6","12"
"星西北六寸","6","6","12"
"太子右卫率","6","6","12"
"督南兖兖徐","8","4","12"
"号征虏将军","8","4","12"
"尚书殿中郎","6","6","12"
"没有接受任","0","12","12"
"竟陵王萧子","0","12","12"
"始安王萧遥","0","12","12"
"安王萧遥光","0","12","12"
"进入井宿的","0","12","12"
"入井宿的空","0","12","12"
"月冲犯井宿","0","12","12"
"月运行进入","0","12","12"
"现在午位上","0","12","12"
"金星顺行到","0","12","12"
"消失在空中","0","12","12"
"祖即皇帝位","0","12","12"
"接受任职命","0","12","12"
"受任职命令","0","12","12"
"西阳王抚军","6","5","11"
"徐二州诸军","6","5","11"
"冀五州军事","4","7","11"
"世祖武皇帝","5","6","11"
"转散骑常侍","8","3","11"
"宕昌王梁弥","6","5","11"
"号开府仪同","7","4","11"
"北徐州刺史","5","6","11"
"星东北七寸","5","6","11"
"秩中二千石","11","0","11"
"督雍梁南北","8","3","11"
"雍梁南北秦","8","3","11"
"进号征虏将","8","3","11"
"安成王抚军","7","4","11"
"南北秦四州","7","4","11"
"刺史豫章王","6","5","11"
"派中书舍人","0","11","11"
"任宁朔将军","0","11","11"
"井宿的空隙","0","11","11"
"宿的空隙中","0","11","11"
"房宿北头第","0","11","11"
"行进入氐宿","0","11","11"
"行进入羽林","0","11","11"
"行进入太微","0","11","11"
"器具大小的","0","11","11"
"具大小的流","0","11","11"
"美的雨露降","0","11","11"
"的雨露降在","0","11","11"
"峰冲上渡口","0","11","11"
"领骁骑将军","0","11","11"
"晋安王子勋","5","5","10"
"行南徐州事","6","4","10"
"将军李安民","5","5","10"
"庐陵王子卿","7","3","10"
"将军晋安王","5","5","10"
"号冠军将军","9","1","10"
"车骑大将军","5","5","10"
