"N-gram","原文","翻译","Total"
"周大冢宰宇文护引中外","4","0","4"
"胄玄根据长期观测积累","0","4","4"
"大冢宰宇文护引中外府","3","0","3"
"冢宰宇文护引中外府记","3","0","3"
"宰宇文护引中外府记室","3","0","3"
"遣民部尚书邳国公苏威","1","1","2"
"民部尚书邳国公苏威赈","1","1","2"
"遣前工部尚书长孙毗赈","1","1","2"
"考使定州刺史豆卢通等","1","1","2"
"使定州刺史豆卢通等上","1","1","2"
"定州刺史豆卢通等上表","1","1","2"
"将作大匠宇文恺营建东","1","1","2"
"作大匠宇文恺营建东京","1","1","2"
"兵部尚书段文振北屯雪","1","1","2"
"部尚书段文振北屯雪山","1","1","2"
"太仆卿杨义臣东屯琵琶","1","1","2"
"仆卿杨义臣东屯琵琶峡","1","1","2"
"伊吾吐屯设等献西域数","1","1","2"
"吾吐屯设等献西域数千","1","1","2"
"吐屯设等献西域数千里","1","1","2"
"一百一十三万三千八百","1","1","2"
"兵部侍郎斛斯政奔高丽","2","0","2"
"贼帅卢明月聚众十余万","1","1","2"
"安定人荔非世雄杀临泾","1","1","2"
"弘化人刘企成聚众万余","1","1","2"
"化人刘企成聚众万余人","1","1","2"
"朔方人梁师都杀郡丞唐","1","1","2"
"方人梁师都杀郡丞唐世","1","1","2"
"人梁师都杀郡丞唐世宗","1","1","2"
"马邑校尉刘武周杀太守","1","1","2"
"邑校尉刘武周杀太守王","1","1","2"
"校尉刘武周杀太守王仁","1","1","2"
"尉刘武周杀太守王仁恭","1","1","2"
"加授上开府仪同大将军","1","1","2"
"上柱国府户曹参军事裴","1","1","2"
"柱国府户曹参军事裴石","1","1","2"
"国府户曹参军事裴石达","1","1","2"
"时贼将定城王钟利房率","1","1","2"
"贼将定城王钟利房率骑","1","1","2"
"国子学请荡阴人王孝逸","1","1","2"
"州总管二十四州诸军事","1","1","2"
"弘农河东绛郡临汾文城","1","1","2"
"农河东绛郡临汾文城河","1","1","2"
"河东绛郡临汾文城河内","1","1","2"
"东绛郡临汾文城河内汲","1","1","2"
"绛郡临汾文城河内汲郡","1","1","2"
"郡临汾文城河内汲郡长","1","1","2"
"临汾文城河内汲郡长平","1","1","2"
"汾文城河内汲郡长平上","1","1","2"
"文城河内汲郡长平上党","1","1","2"
"城河内汲郡长平上党西","1","1","2"
"河内汲郡长平上党西河","1","1","2"
"内汲郡长平上党西河十","1","1","2"
"汲郡长平上党西河十郡","1","1","2"
"郡长平上党西河十郡太","1","1","2"
"长平上党西河十郡太守","1","1","2"
"护子中山公训蒲州刺史","2","0","2"
"桂州人李光仕举兵作乱","1","1","2"
"上明公杨纪送义成公主","1","1","2"
"日影一丈二尺七寸二分","1","1","2"
"汲郡赞治赵怀义等谋议","1","1","2"
"大将军宇文述发兵继进","1","1","2"
"帝令江都郡丞王世充发","1","1","2"
"令江都郡丞王世充发淮","1","1","2"
"江都郡丞王世充发淮南","1","1","2"
"都郡丞王世充发淮南兵","1","1","2"
"郧国公韦孝宽经略淮南","1","1","2"
"计一百八十二日行一百","2","0","2"
"左翊卫大将军宇文述等","1","1","2"
"民部尚书樊子盖留守东","1","1","2"
"部尚书樊子盖留守东都","1","1","2"
"扬州总管四十四州诸军","1","1","2"
"州总管四十四州诸军事","1","1","2"
"三十六科鬼神感应等大","1","1","2"
"十六科鬼神感应等大义","1","1","2"
"韦孝宽在相州打败尉迟","0","2","2"
"孝宽在相州打败尉迟迥","0","2","2"
"任命晋王杨广为尚书令","0","2","2"
"任命秦王杨俊为尚书令","0","2","2"
"任命上柱国叱李长叉为","0","2","2"
"任命上柱国达奚长儒为","0","2","2"
"高祖派遣兼散骑常侍薛","0","2","2"
"陈朝派遣兼散骑常侍王","0","2","2"
"派遣使者来朝上贡土产","0","2","2"
"高智慧等人在江南造反","0","2","2"
"大冢宰宇文护召他为中","0","2","2"
"冢宰宇文护召他为中外","0","2","2"
"宰宇文护召他为中外府","0","2","2"
"有一副英雄豪杰的仪表","0","2","2"
"突厥达头可汗进犯边塞","0","2","2"
"追赠他为开府仪同三司","0","2","2"
"于是派使者来请求投降","0","2","2"
"他又以行军总管身份讨","0","2","2"
"以行军总管身份讨伐他","0","2","2"
"行军总管身份讨伐他们","0","2","2"
"朝廷越级提拔他当上柱","0","2","2"
"廷越级提拔他当上柱国","0","2","2"
"至日影的长度比以前短","0","2","2"
"日影的长度比以前短了","0","2","2"
"计一百八十二天运行一","0","2","2"
"一百八十二天运行一百","0","2","2"
"胄玄经过长期观测积累","0","2","2"
