"N-gram","原文","翻译","Total"
"开府仪同三","91","91","182"
"府仪同三司","91","91","182"
"尚书左仆射","27","26","53"
"骠骑大将军","23","25","48"
"尚书右仆射","23","23","46"
"太子中庶子","21","22","43"
"南兖州刺史","17","20","37"
"司徒左长史","18","18","36"
"紫光禄大夫","17","17","34"
"金紫光禄大","17","16","33"
"南徐州刺史","16","16","32"
"竟陵王萧子","0","29","29"
"陵王萧子良","0","29","29"
"逐步升迁为","0","28","28"
"竟陵王子良","27","0","27"
"尚书吏部郎","13","13","26"
"江夏王刘义","0","26","26"
"夏王刘义恭","0","26","26"
"左光禄大夫","13","12","25"
"江夏王义恭","25","0","25"
"都督中外诸","13","11","24"
"督中外诸军","13","11","24"
"南豫州刺史","11","11","22"
"彭城王刘义","0","22","22"
"城王刘义康","0","22","22"
"彭城王义康","21","0","21"
"车骑大将军","10","10","20"
"太子左卫率","10","10","20"
"中外诸军事","10","9","19"
"中书通事舍","9","10","19"
"书通事舍人","9","10","19"
"征东大将军","9","9","18"
"他就是这样","0","18","18"
"豫章王萧嶷","0","18","18"
"班剑二十人","15","2","17"
"北徐州刺史","8","9","17"
"当时的人们","0","17","17"
"镇东大将军","8","8","16"
"事黄门侍郎","8","8","16"
"加散骑常侍","14","2","16"
"文集二十卷","6","10","16"
"孝武帝即位","0","16","16"
"为散骑常侍","0","16","16"
"派遣使者前","0","16","16"
"征讨诸军事","8","7","15"
"中大通二年","7","8","15"
"东扬州刺史","7","8","15"
"有关部门奏","0","15","15"
"秋季的七月","0","15","15"
"春季的正月","0","15","15"
"少年的时候","0","15","15"
"献地方物产","0","15","15"
"司徒竟陵王","7","7","14"
"中大通三年","6","8","14"
"遣中书舍人","10","4","14"
"太子右卫率","7","7","14"
"始安王萧遥","1","13","14"
"安王萧遥光","1","13","14"
"关部门奏请","0","14","14"
"年春季的正","0","14","14"
"冬季的十月","0","14","14"
"冀二州刺史","7","6","13"
"督征讨诸军","7","6","13"
"齐高帝辅政","7","6","13"
"尚书令王俭","7","6","13"
"仪仗二十人","0","13","13"
"季的正月初","0","13","13"
"遣使者前来","0","13","13"
"徐羡之等人","0","13","13"
"兖二州刺史","6","6","12"
"南东海太守","6","6","12"
"国遣使朝贡","12","0","12"
"爲御史中丞","12","0","12"
"太子中舍人","6","6","12"
"夏季的四月","0","12","12"
"在宋朝做官","0","12","12"
"母亲的丧事","0","12","12"
"前后部羽葆","6","5","11"
"都督征讨诸","6","5","11"
"始安王遥光","11","0","11"
"吴兴武康人","6","5","11"
"司徒右长史","6","5","11"
"尚书殿中郎","7","4","11"
"会稽山阴人","6","5","11"
"哥哥的儿子","0","11","11"
"国派遣使者","0","11","11"
"使者前来朝","0","11","11"
"者前来朝贡","0","11","11"
"临死的时候","0","11","11"
"湘东王萧绎","0","11","11"
"邵陵王萧纶","0","11","11"
"为吏部尚书","0","11","11"
"被有关部门","0","11","11"
"任吏部尚书","0","11","11"
"爲雍州刺史","10","0","10"
"爲尚书左仆","10","0","10"
"军中兵参军","5","5","10"
"司空褚彦回","5","5","10"
"司徒褚彦回","5","5","10"
"征北大将军","5","5","10"
"尚书令王亮","5","5","10"
"司州刺史羊","5","5","10"
"州刺史羊鸦","5","5","10"
"刺史羊鸦仁","5","5","10"
"御史中丞刘","5","5","10"
"爲江州刺史","10","0","10"
"月二十一日","3","7","10"
"爲吏部尚书","10","0","10"
"员外散骑侍","6","4","10"
"外散骑侍郎","6","4","10"
"元嘉二十七","4","6","10"
"嘉二十七年","4","6","10"
"吏部尚书王","5","5","10"
"尚书驾部郎","5","5","10"
"东宫通事舍","5","5","10"
"宫通事舍人","5","5","10"
"鄱阳王萧范","2","8","10"
"任命武帝为","0","10","10"
"军队驻扎在","0","10","10"
"为尚书仆射","0","10","10"
"晋升封号为","0","10","10"
"月二十二日","0","10","10"
"任散骑常侍","0","10","10"
"州刺史刘道","4","5","9"
"月二十九日","3","6","9"
"月二十三日","1","8","9"
"义熙十二年","3","6","9"
"太宰江夏王","5","4","9"
"二州诸军事","4","5","9"
"就是这样地","0","9","9"
"有关部门上","0","9","9"
"武陵王萧纪","0","9","9"
"皇帝的车驾","0","9","9"
"弟弟的儿子","0","9","9"
"季的七月初","0","9","9"
"的正月初一","0","9","9"
"为尚书右仆","0","9","9"
"任江州刺史","0","9","9"
"为开府仪同","0","9","9"
"的几个儿子","0","9","9"
"了母亲的丧","0","9","9"
"任国子祭酒","0","9","9"
"置左右长史","4","4","8"
"十四年正月","4","4","8"
"备五时副车","4","4","8"
"爲尚书仆射","8","0","8"
