"N-gram","原文","翻译","Total"
"都督中外诸军事","10","9","19"
"年春季的正月初","0","12","12"
"派遣使者前来朝","0","11","11"
"遣使者前来朝贡","0","11","11"
"司州刺史羊鸦仁","5","5","10"
"国派遣使者前来","0","10","10"
"都督征讨诸军事","5","4","9"
"为开府仪同三司","0","9","9"
"加开府仪同三司","7","1","8"
"秦韩慕韩六国诸","4","4","8"
"韩慕韩六国诸军","4","4","8"
"慕韩六国诸军事","4","4","8"
"春季的正月初一","0","8","8"
"到了母亲的丧事","0","8","8"
"号开府仪同三司","5","2","7"
"加封开府仪同三","0","7","7"
"封开府仪同三司","0","7","7"
"司徒竟陵王萧子","0","7","7"
"徒竟陵王萧子良","0","7","7"
"为金紫光禄大夫","0","7","7"
"徐州刺史薛安都","3","3","6"
"扬州刺史始安王","3","3","6"
"司州刺史柳仲礼","3","3","6"
"吏部尚书褚彦回","3","3","6"
"都督百济诸军事","3","3","6"
"加罗秦韩慕韩六","3","3","6"
"罗秦韩慕韩六国","3","3","6"
"元年春季的正月","0","6","6"
"把他们打得大败","0","6","6"
"司徒竟陵王子良","5","0","5"
"本号开府仪同三","5","0","5"
"太宰江夏王义恭","5","0","5"
"赠开府仪同三司","2","3","5"
"授开府仪同三司","4","1","5"
"秋季的七月初一","0","5","5"
"夏季的四月二十","0","5","5"
"配给仪仗二十人","0","5","5"
"冬季的十一月初","0","5","5"
"囚禁在尚方狱中","0","5","5"
"逐步升迁为太子","0","5","5"
"在宋朝做官担任","0","5","5"
"冠军将军檀道济","2","2","4"
"龙骧将军王镇恶","2","2","4"
"中兵参军沈田子","2","2","4"
"皇帝位太极前殿","4","0","4"
"护军将军褚彦回","2","2","4"
"江州刺史桂阳王","2","2","4"
"南徐州刺史建平","2","2","4"
"徐州刺史建平王","2","2","4"
"河南王吐谷浑拾","2","2","4"
"南王吐谷浑拾寅","2","2","4"
"进号车骑大将军","4","0","4"
"大将军彭城王义","4","0","4"
"将军彭城王义康","4","0","4"
"江州刺史晋安王","2","2","4"
"前湘州刺史王蕴","2","2","4"
"尚书右仆射王俭","2","2","4"
"百济国遣使朝贡","4","0","4"
"前南谯太守王灵","2","2","4"
"南谯太守王灵秀","2","2","4"
"前司州刺史羊鸦","2","2","4"
"都督六合诸军事","2","2","4"
"雍州刺史岳阳王","2","2","4"
"置儒林参军一人","2","2","4"
"左户尚书周弘正","2","2","4"
"尚书左仆射王褒","2","2","4"
"扬州刺史长沙王","2","2","4"
"江州刺史豫章王","2","2","4"
"镇东大将军任忠","2","2","4"
"中书舍人蔡景历","2","2","4"
"太尉江夏王义恭","4","0","4"
"世子左卫率谢灵","2","2","4"
"子左卫率谢灵运","2","2","4"
"都督城内诸军事","2","2","4"
"北徐州刺史封山","2","2","4"
"徐州刺史封山侯","2","2","4"
"益州刺史刘季连","2","2","4"
"梁郡太守冯道根","2","2","4"
"魏徐州刺史元法","2","2","4"
"徐州刺史元法僧","2","2","4"
"天监十一年十一","2","2","4"
"监十一年十一月","2","2","4"
"尚书仆射谢举等","2","2","4"
"高州刺史李迁仕","2","2","4"
"新罗任加罗秦韩","4","0","4"
"罗任加罗秦韩慕","4","0","4"
"任加罗秦韩慕韩","4","0","4"
"荆州刺史湘东王","2","2","4"
"都督倭百济新罗","2","2","4"
"督倭百济新罗任","2","2","4"
"荆州刺史沈攸之","0","4","4"
"可以带剑穿履上","0","4","4"
"以带剑穿履上殿","0","4","4"
"二年春季的正月","0","4","4"
"有关部门奏请给","0","4","4"
"秋季的七月二十","0","4","4"
"长沙王陈叔坚为","0","4","4"
"担任尚书左仆射","0","4","4"
"太尉江夏王刘义","0","4","4"
"尉江夏王刘义恭","0","4","4"
"当时的人把他比","0","4","4"
"时的人把他比作","0","4","4"
"为给事黄门侍郎","0","4","4"
"遭到了母亲的丧","0","4","4"
"少年时期就很有","0","4","4"
"竟陵王萧子良的","0","4","4"
"遇到了母亲的丧","0","4","4"
"竟陵王萧子良听","0","4","4"
"太宰江夏王刘义","0","4","4"
"宰江夏王刘义恭","0","4","4"
"新罗任那加罗秦","0","4","4"
"罗任那加罗秦韩","0","4","4"
"任那加罗秦韩慕","0","4","4"
"那加罗秦韩慕韩","0","4","4"
"鄱阳王太子萧嗣","0","4","4"
"时尚书令何敬容","1","2","3"
"世子爲中军将军","3","0","3"
"元年春正月戊寅","3","0","3"
"甲仗五十人入殿","3","0","3"
"直合将军卜伯兴","3","0","3"
"鳏寡孤独能存者","3","0","3"
"增班剑爲三十人","3","0","3"
"尚书左仆射王俭","2","1","3"
"爲父后者爵一级","3","0","3"
"刺史始安王遥光","3","0","3"
"护军将军崔慧景","2","1","3"
"平西将军崔慧景","2","1","3"
"北徐州刺史王珍","2","1","3"
"徐州刺史王珍国","2","1","3"
"郢州刺史南平王","1","2","3"
"宣猛将军朱买臣","2","1","3"
"孝悌力田爲父后","3","0","3"
"悌力田爲父后者","3","0","3"
"贺若弼攻陷南徐","1","2","3"
"若弼攻陷南徐州","1","2","3"
"普通七年十一月","1","2","3"
"义熙十四年正月","1","2","3"
"爲金紫光禄大夫","3","0","3"
"增班剑爲六十人","3","0","3"
"金紫光禄大夫阮","1","2","3"
"十一年十一月十","2","1","3"
"合州刺史鄱阳王","2","1","3"
"追赠开府仪同三","1","2","3"
"州刺史鄱阳王萧","1","2","3"
"刺史鄱阳王萧范","1","2","3"
"昭达乘平虏大舰","2","1","3"
"扬州刺史王景文","1","2","3"
"十二月二十一日","1","2","3"
"都督倭新罗任加","3","0","3"
"督倭新罗任加罗","3","0","3"
"倭新罗任加罗秦","3","0","3"
"平北将军胡僧佑","2","1","3"
"就是这样地受到","0","3","3"
"世子为中军将军","0","3","3"
"桂阳公刘义真为","0","3","3"
"褚彦回为尚书令","0","3","3"
"号为车骑大将军","0","3","3"
"号为骠骑大将军","0","3","3"
"没有帷盖的露车","0","3","3"
"任命为散骑常侍","0","3","3"
"直阁将军卜伯兴","0","3","3"
"十六年而禅让给","0","3","3"
"鳏寡孤独不能自","0","3","3"
"特殊情况而赦免","0","3","3"
"任命司空褚彦回","0","3","3"
"命司空褚彦回为","0","3","3"
"百济国派遣使者","0","3","3"
"济国派遣使者前","0","3","3"
"三年春季的正月","0","3","3"
"石头上的文字是","0","3","3"
"沈攸之事件发生","0","3","3"
"帝的第二个儿子","0","3","3"
"晚的人爵位一级","0","3","3"
"刺史始安王萧遥","0","3","3"
"史始安王萧遥光","0","3","3"
"冬季的十月十三","0","3","3"
"季的十月十三日","0","3","3"
"任命骠骑大将军","0","3","3"
"父亲去世而离职","0","3","3"
"担任太子中庶子","0","3","3"
"不能自己生活的","0","3","3"
"晋升封号为征东","0","3","3"
"封号为征东大将","0","3","3"
"号为征东大将军","0","3","3"
"做父亲较晚的人","0","3","3"
"司空南平王萧恪","0","3","3"
"春季的正月初三","0","3","3"
"是魏文帝设置的","0","3","3"
"在狱中赐他自杀","0","3","3"
"逐步升迁为尚书","0","3","3"
"配给仪仗三十人","0","3","3"
"大将军彭城王刘","0","3","3"
"将军彭城王刘义","0","3","3"
"军彭城王刘义康","0","3","3"
"江夏王刘义恭说","0","3","3"
"刘义恭的几个儿","0","3","3"
"义恭的几个儿子","0","3","3"
"逐渐升迁为太尉","0","3","3"
"后悔就来不及了","0","3","3"
"追赠为散骑常侍","0","3","3"
"孝武帝入京讨伐","0","3","3"
"被有关部门所检","0","3","3"
"有关部门所检举","0","3","3"
"上表请求解除职","0","3","3"
"表请求解除职务","0","3","3"
"担任司徒左长史","0","3","3"
"升迁为吏部尚书","0","3","3"
"孝武帝镇守寻阳","0","3","3"
"年时期就很有风","0","3","3"
"时期就很有风度","0","3","3"
"步升迁为太子中","0","3","3"
"陵王萧子良听到","0","3","3"
"元凶劭杀死皇上","0","3","3"
"父亲的丧事离职","0","3","3"
"他为金紫光禄大","0","3","3"
"这是它决不可以","0","3","3"
"是它决不可以实","0","3","3"
"它决不可以实行","0","3","3"
"决不可以实行的","0","3","3"
"不可以实行的理","0","3","3"
