"N-gram","原文","翻译","Total"
"开府仪同三司","33","33","66"
"都督中外诸军","20","19","39"
"成都王司马颖","0","38","38"
"督中外诸军事","14","14","28"
"东海王司马越","0","26","26"
"用四匹马驾车","0","25","25"
"为尚书左仆射","0","24","24"
"汝南王司马亮","0","24","24"
"用一匹马驾车","0","24","24"
"琅王牙王司马","1","22","23"
"四千五百五十","1","18","19"
"千五百五十九","1","18","19"
"年春正月初一","0","19","19"
"怀帝永嘉元年","9","9","18"
"千八百四十三","3","15","18"
"束海王司马越","0","18","18"
"元帝太兴二年","9","8","17"
"十九万四千九","8","9","17"
"九万四千九百","8","9","17"
"都督荆州诸军","8","8","16"
"督荆州诸军事","8","8","16"
"督青州诸军事","8","8","16"
"五万六千九百","7","8","15"
"六百四十一万","7","8","15"
"千九百五十四","7","8","15"
"万四千九百九","7","8","15"
"四千九百九十","7","8","15"
"一千八百四十","1","14","15"
"法四千五百五","0","15","15"
"都督扬州诸军","7","7","14"
"督扬州诸军事","7","7","14"
"元帝太兴元年","7","7","14"
"十三万四千六","3","11","14"
"三万四千六百","3","11","14"
"三十四万四千","6","8","14"
"孝武帝太元十","7","7","14"
"二十一万五千","3","11","14"
"万四千六百三","2","12","14"
"四千六百三十","2","12","14"
"河间王司马颙","0","14","14"
"都督青州诸军","6","7","13"
"骠骑将军王导","6","7","13"
"明帝太宁元年","7","6","13"
"康帝建元元年","6","7","13"
"万六千九百五","6","7","13"
"六千九百五十","6","7","13"
"十四万四千二","6","7","13"
"四万四千二百","6","7","13"
"万四千二百六","6","7","13"
"四千二百六十","6","7","13"
"千二百六十一","6","7","13"
"有彗星出现于","0","13","13"
"为尚书右仆射","0","13","13"
"王司马伦篡位","0","13","13"
"梁二州诸军事","6","6","12"
"十一万五千一","2","10","12"
"一万五千一百","2","10","12"
"万五千一百三","2","10","12"
"五千一百三十","2","10","12"
"赵王司马伦篡","0","12","12"
"太阳中有黑子","0","12","12"
"纪法一千八百","0","12","12"
"法一千八百四","0","12","12"
"都用一匹马驾","0","12","12"
"征西大将军桓","5","6","11"
"九百六十七分","5","6","11"
"千九百九十分","5","6","11"
"二百六十一分","5","6","11"
"日法四千五百","0","11","11"
"都督幽州诸军","5","5","10"
"督幽州诸军事","5","5","10"
"尚书左仆射王","5","5","10"
"录尚书六条事","5","5","10"
"二万二千七百","4","6","10"
"万九千六百八","5","5","10"
"九千六百八十","5","5","10"
"九百五十四分","5","5","10"
"武帝泰始四年","5","5","10"
"怀帝永嘉四年","5","5","10"
"二千七百九十","3","7","10"
"千七百九十五","3","7","10"
"个月的气来了","0","10","10"
"早晨在东方出","0","10","10"
"晨在东方出现","0","10","10"
"运行一百一十","0","10","10"
"每天运行一又","0","10","10"
"左卫将军王舆","5","4","9"
"徐兗二州刺史","9","0","9"
"会稽王世子元","7","2","9"
"武陵王司马遵","4","5","9"
"元年正月初一","1","8","9"
"万七千三百一","3","6","9"
"七千三百一十","3","6","9"
"明帝太宁三年","5","4","9"
"魏文帝黄初四","5","4","9"
"文帝黄初四年","5","4","9"
"外方五百里曰","9","0","9"
"一万九千六百","3","6","9"
"天正十一月朔","4","5","9"
"十七万三千一","4","5","9"
"十一万三千九","4","5","9"
"一万三千九百","4","5","9"
"元帝建武元年","4","5","9"
"十三年十二月","5","4","9"
"万二千七百九","3","6","9"
"千三百一十五","3","6","9"
"为征西大将军","0","9","9"
"武帝登上皇位","0","9","9"
"会稽王司马道","0","9","9"
"为十二次中的","0","9","9"
"早晨与太阳会","0","9","9"
"晨与太阳会合","0","9","9"
"月的管名字是","0","9","9"
"长沙王司马义","0","9","9"
"大水冲入石头","0","9","9"
"荆州刺史陶侃","4","4","8"
"益州刺史周抚","4","4","8"
"西大将军桓温","4","4","8"
"梁州刺史司马","4","4","8"
"州刺史司马勋","4","4","8"
"河南太守戴施","4","4","8"
"稽王世子元显","7","1","8"
"车骑将军刘裕","4","4","8"
"文帝黄初二年","4","4","8"
"恭帝元熙元年","4","4","8"
"吴孙权赤乌十","4","4","8"
"愍帝建兴二年","4","4","8"
"怀帝永嘉五年","4","4","8"
"年十二月乙未","4","4","8"
"惠帝元康三年","4","4","8"
"二万五千六百","3","5","8"
"千六百八十三","4","4","8"
"二千一百八十","4","4","8"
"千一百八十七","4","4","8"
"一百八十七分","4","4","8"
"所求年天正十","4","4","8"
"求年天正十一","4","4","8"
"年天正十一月","4","4","8"
"百七十三万三","4","4","8"
"万二千八百六","4","4","8"
"二千八百六十","4","4","8"
"万九千九百五","4","4","8"
"九千九百五十","4","4","8"
"二度六百四十","4","4","8"
"二千四百一十","4","4","8"
"千四百一十九","4","4","8"
"万五千二百三","4","4","8"
"五千二百三十","4","4","8"
"一千一百二十","4","4","8"
"年十二月己未","4","4","8"
"孙亮建兴元年","4","4","8"
"建兴元年十二","4","4","8"
"兴元年十二月","4","4","8"
"惠帝元康五年","4","4","8"
"安帝隆安二年","4","4","8"
"元帝太兴三年","4","4","8"
"武帝太康五年","4","4","8"
"惠帝元康二年","4","4","8"
"邑一千八百户","1","7","8"
"金紫光禄大夫","4","4","8"
"大风拔起树木","0","8","8"
"琅邪王司马睿","0","8","8"
"石季龙的将领","0","8","8"
"武陵王司马晞","0","8","8"
"会稽王司马昱","0","8","8"
"稽王司马道子","0","8","8"
"度为十二次中","0","8","8"
"太白星犯岁星","0","8","8"
"纪法五百八十","0","8","8"
"法五百八十九","0","8","8"
"百四十一万零","0","8","8"
"四十一万零九","0","8","8"
"十一万零九百","0","8","8"
"一万零九百六","0","8","8"
"万零九百六十","0","8","8"
"零九百六十七","0","8","8"
"转而早晨在东","0","8","8"
"而早晨在东方","0","8","8"
"天运行一百一","0","8","8"
"九十一天运行","0","8","8"
"十一天运行一","0","8","8"
"一天运行一百","0","8","8"
"二千零三十四","0","8","8"
"千零三十四万","0","8","8"
"零三十四万四","0","8","8"
"加任散骑常侍","0","8","8"
"熙元年春正月","3","4","7"
"都督徐州诸军","3","4","7"
"督徐州诸军事","3","4","7"
"石勒将石季龙","7","0","7"
"北中郎将荀羡","3","4","7"
"龙骧将军刘牢","3","4","7"
"魏文帝黄初二","3","4","7"
"愍帝建兴四年","4","3","7"
"加大余二十九","4","3","7"
"一百七十三万","3","4","7"
"七十三万三千","4","3","7"
"百四十一万九","7","0","7"
"四十一万九百","7","0","7"
"十一万九百六","7","0","7"
"一万九百六十","7","0","7"
"万九百六十七","7","0","7"
"一万二千五百","3","4","7"
"行一百一十二","1","6","7"
"一百一十二度","1","6","7"
"九十一日行百","7","0","7"
"二千三十四万","7","0","7"
"魏元帝咸熙二","3","4","7"
"元帝咸熙二年","3","4","7"
"孙皓宝鼎元年","4","3","7"
"广汉殇王广德","4","3","7"
"六万七千三百","2","5","7"
"听从了他的意","0","7","7"
"从了他的意见","0","7","7"
"条白龙出现于","0","7","7"
"下邳王司马晃","0","7","7"
"清河王司马覃","0","7","7"
"慕容暐的将领","0","7","7"
"面的三颗星叫","0","7","7"
"外的五百里为","0","7","7"
"畿外的五百里","0","7","7"
"一个月的气来","0","7","7"
"该律就会应合","0","7","7"
"为行星会合时","0","7","7"
"加上次会合时","0","7","7"
"以纪法一千八","0","7","7"
"除以日法四千","0","7","7"
"以日法四千五","0","7","7"
"汹涌大水冲入","0","7","7"
"涌大水冲入石","0","7","7"
"是羽虫的妖孽","0","7","7"
"平元年春正月","3","3","6"
"年春正月甲午","4","2","6"
"都督江北诸军","3","3","6"
"督江北诸军事","3","3","6"
"督关中诸军事","3","3","6"
"安北将军王浚","3","3","6"
"豫州刺史刘乔","3","3","6"
"都督河北诸军","3","3","6"
"督河北诸军事","3","3","6"
"车骑将军王堪","3","3","6"
"征南将军山简","3","3","6"
"平北将军刘琨","3","3","6"
"凉州刺史张轨","3","3","6"
"镇北将军刘隗","3","3","6"
"护军将军庾亮","3","3","6"
"平南将军温峤","3","3","6"
"征西大将军陶","3","3","6"
"西大将军陶侃","3","3","6"
"竟陵太守李阳","3","3","6"
"广七州诸军事","3","3","6"
"中军将军殷浩","3","3","6"
"元年春正月壬","3","3","6"
"青冀幽五州诸","3","3","6"
"冀幽五州诸军","3","3","6"
"幽五州诸军事","3","3","6"
"西中郎将袁真","3","3","6"
"慕容将慕容","6","0","6"
"尚书仆射谢安","3","3","6"
"五百八十九分","2","4","6"
"三十五万七千","3","3","6"
"黄初二年六月","3","3","6"
"高贵乡公甘露","3","3","6"
"帝永嘉元年十","3","3","6"
"帝太兴元年四","3","3","6"
"太兴元年四月","3","3","6"
"安帝隆安四年","3","3","6"
"武帝泰始五年","3","3","6"
"太康元年正月","3","3","6"
"元年十一月乙","3","3","6"
"兴元年十一月","3","3","6"
"孝怀帝永嘉五","3","3","6"
"三年正月乙卯","3","3","6"
"兴二年十一月","3","3","6"
"十四年十二月","3","3","6"
"献帝建安元年","3","3","6"
"魏文帝黄初三","3","3","6"
"文帝黄初三年","3","3","6"
"武帝泰始元年","3","3","6"
"郡泰始二年置","6","0","6"
"十四万九千三","3","3","6"
"四万九千三百","3","3","6"
"千一百二十一","3","3","6"
"二百四十三分","3","3","6"
"六百八十三分","3","3","6"
"千五百六十一","3","3","6"
"千六百二十七","3","3","6"
"年十一月二十","3","3","6"
"明帝景初元年","3","3","6"
"千八百八十二","2","4","6"
"千八百三十二","3","3","6"
"九十七万三千","3","3","6"
"万六千二百七","3","3","6"
"六千二百七十","3","3","6"
"千二百七十二","3","3","6"
"三百四十八万","3","3","6"
"百四十八万四","3","3","6"
"四十八万四千","3","3","6"
"十八万四千六","3","3","6"
"八万四千六百","3","3","6"
"万四千六百四","3","3","6"
"四千六百四十","3","3","6"
"千六百四十六","3","3","6"
"百九十九万五","3","3","6"
"九十九万五千","3","3","6"
"日行一度九十","6","0","6"
"行一度九十一","6","0","6"
"一度九十一分","6","0","6"
"天正十一月合","3","3","6"
"正十一月合朔","3","3","6"
"一百九十九万","2","4","6"
"千三百四十五","3","3","6"
"十四万七千六","3","3","6"
"四万七千六百","3","3","6"
"万一千一百二","3","3","6"
"千三十四万四","6","0","6"
"武帝太康六年","3","3","6"
"成帝咸康七年","3","3","6"
"献帝建安二十","3","3","6"
