"N-gram","原文","翻译","Total"
"开府仪同三司","86","87","173"
"金紫光禄大夫","36","37","73"
"通直散骑常侍","34","34","68"
"员外散骑常侍","25","25","50"
"国遣使献方物","47","0","47"
"中书通事舍人","22","25","47"
"给事黄门侍郎","0","40","40"
"吏部尚书姚察","20","18","38"
"派遣使者进献","0","35","35"
"派遣使者贡奉","0","35","35"
"贡奉地方特产","0","34","34"
"遣使者贡奉地","0","32","32"
"使者贡奉地方","0","32","32"
"者贡奉地方特","0","32","32"
"陈吏部尚书姚","20","10","30"
"中郎谘议参军","14","13","27"
"州刺史鄱阳王","13","13","26"
"员外散骑侍郎","13","13","26"
"任太子中庶子","0","26","26"
"州刺史临川王","13","11","24"
"部尚书姚察曰","19","3","22"
"通直散骑侍郎","11","11","22"
"督江州诸军事","12","9","21"
"国派遣使者贡","0","21","21"
"扬州刺史临川","11","9","20"
"任给事黄门侍","0","20","20"
"遣使者进献本","0","19","19"
"舆驾亲祠南郊","18","0","18"
"都督江州诸军","10","8","18"
"兼中书通事舍","0","18","18"
"督中外诸军事","9","8","17"
"使者进献本土","0","17","17"
"者进献本土物","0","17","17"
"进献本土物产","0","17","17"
"州刺史羊鸦仁","9","7","16"
"亲去世而离职","0","16","16"
"迁事黄门侍郎","15","0","15"
"都督中外诸军","8","7","15"
"为尚书左仆射","0","15","15"
"皇帝亲自祭祀","0","15","15"
"派遣使者献纳","0","15","15"
"尚书左仆射王","7","7","14"
"司州刺史羊鸦","8","6","14"
"徐二州诸军事","8","6","14"
"在任职期间去","0","14","14"
"任职期间去世","0","14","14"
"母亲去世离职","0","14","14"
"任通直散骑常","0","14","14"
"州刺史豫章王","7","6","13"
"彭城二郡太守","7","6","13"
"冀五州诸军事","8","5","13"
"邑一千五百户","6","7","13"
"高祖登上帝位","0","13","13"
"部尚书姚察说","0","13","13"
"进献当地特产","0","13","13"
"司州刺史柳仲","6","6","12"
"州刺史柳仲礼","6","6","12"
"王法曹行参军","6","6","12"
"南徐州诸军事","7","5","12"
"长大成人之后","0","12","12"
"国派遣使者进","0","12","12"
"刺史鄱阳王萧","0","12","12"
"为尚书右仆射","0","12","12"
"因母亲去世离","0","12","12"
"领石头戍军事","0","12","12"
"任员外散骑常","0","12","12"
"刺史临川王宏","10","1","11"
"州刺史安成王","6","5","11"
"西中郎谘议参","6","5","11"
"迁太子中舍人","9","2","11"
"北中郎谘议参","5","6","11"
"青冀二州刺史","2","9","11"
"各自派遣使者","0","11","11"
"帝亲自祭祀南","0","11","11"
"亲自祭祀南郊","0","11","11"
