"N-gram","原文","翻译","Total"
"大司马车骑将军","28","31","59"
"贰师将军李广利","7","22","29"
"都护治所乌垒城","1","23","24"
"到西域都护治所","0","24","24"
"西域都护治所乌","0","24","24"
"域都护治所乌垒","0","23","23"
"大司马骠骑将军","2","17","19"
"骠骑将军霍去病","0","18","18"
"大司马票骑将军","15","0","15"
"度辽将军范明友","6","8","14"
"司马车骑将军王","6","7","13"
"御史大夫桑弘羊","6","6","12"
"车骑将军张安世","6","6","12"
"北到西域都护治","0","12","12"
"每百户牛酒若干","0","11","11"
"强弩都尉路博德","5","5","10"
"马车骑将军王音","5","5","10"
"万一千五百二十","5","5","10"
"大将军霍光秉政","10","0","10"
"女子每百户牛酒","0","10","10"
"子每百户牛酒若","0","10","10"
"祖母定陶傅太后","5","4","9"
"东北到西域都护","0","9","9"
"束到西域都护治","0","9","9"
"御史大夫韩安国","3","5","8"
"司农中丞耿寿昌","3","5","8"
"武帝元鼎六年开","8","0","8"
"这是他们的长处","0","8","8"
"派贰师将军李广","0","8","8"
"代文字记载认为","0","8","8"
"武帝元鼎六年设","0","8","8"
"光禄大夫给事中","0","8","8"
"丞相和御史大夫","0","8","8"
"护治所乌垒城二","0","8","8"
"治所乌垒城二千","0","8","8"
"贤良方正能直言","4","3","7"
"十一月甲子朔旦","6","1","7"
"大司马大将军王","3","4","7"
"春秋二百四十二","4","3","7"
"秋二百四十二年","4","3","7"
"御史大夫田广明","3","4","7"
"左将军上官桀父","3","4","7"
"将军上官桀父子","3","4","7"
"北都护治所二千","7","0","7"
"九千九百五十里","3","4","7"
"帝驾崩于未央宫","0","7","7"
"匈奴呼韩邪单于","0","7","7"
"天帝的告诫似乎","0","7","7"
"为大司马大将军","0","7","7"
"大将军霍光执政","0","7","7"
"古代文字记载认","0","7","7"
"文字记载认为是","0","7","7"
"帝元鼎六年设置","0","7","7"
"西南到都护治所","0","7","7"
"到都护治所一千","0","7","7"
"称赞的就是安汉","0","7","7"
"赞的就是安汉公","0","7","7"
"的就是安汉公啊","0","7","7"
"赐天下民爵一级","4","2","6"
"御史大夫商丘成","3","3","6"
"大司农中丞耿寿","2","4","6"
"陈圣刘太平皇帝","3","3","6"
"四千六百一十七","3","3","6"
"一月甲子朔旦冬","5","1","6"
"行一度九十二分","3","3","6"
"百二十九万五千","3","3","6"
"二十九万五千三","3","3","6"
"十九万五千三百","3","3","6"
"九万五千三百五","3","3","6"
"万五千三百五十","3","3","6"
"司马车骑将军许","2","4","6"
"成公十六年六月","3","3","6"
"万七千七百六十","3","3","6"
"万四千三百八十","3","3","6"
"万四千七百三十","3","3","6"
"武帝建元六年分","3","3","6"
"将作大匠解万年","2","4","6"
"皇帝敬问匈奴大","3","3","6"
"帝敬问匈奴大单","3","3","6"
"破羌将军辛武贤","1","5","6"
"西南都护治所千","6","0","6"
"太子太傅萧望之","0","6","6"
"去掉一天的一半","0","6","6"
"运行失常于杓星","0","6","6"
"有一种说法认为","0","6","6"
"民众的男女比例","0","6","6"
"众的男女比例是","0","6","6"
"中二千石的官员","0","6","6"
"听说圣明的君王","0","6","6"
"为大司马车骑将","0","6","6"
"侍奉皇帝左右的","0","6","6"
"奉皇帝左右的人","0","6","6"
"南到都护治所一","0","6","6"
"太尉长安侯卢绾","2","3","5"
"举贤良方正能直","4","1","5"
"方正能直言极谏","3","2","5"
"伏波将军路博德","1","4","5"
"大司马大将军博","2","3","5"
"司马大将军博陆","2","3","5"
"马大将军博陆侯","2","3","5"
"酒泉太守辛武贤","2","3","5"
"复太上皇寝庙园","4","1","5"
"五千三百五十二","2","3","5"
"千三百五十二分","2","3","5"
"马车骑将军许嘉","2","3","5"
"大司马卫将军辅","2","3","5"
"二百四十二年间","3","2","5"
"司马大将军王凤","2","3","5"
"万六千三百七十","2","3","5"
"长信少府夏侯胜","3","2","5"
"御史大夫繁延寿","2","3","5"
"加赐黄金二十斤","3","2","5"
