"N-gram","原文","翻译","Total"
"到西域都护治所乌","0","23","23"
"西域都护治所乌垒","0","23","23"
"域都护治所乌垒城","0","23","23"
"大司马车骑将军王","6","7","13"
"北到西域都护治所","0","12","12"
"司马车骑将军王音","5","5","10"
"女子每百户牛酒若","0","10","10"
"子每百户牛酒若干","0","10","10"
"东北到西域都护治","0","9","9"
"束到西域都护治所","0","9","9"
"派贰师将军李广利","0","8","8"
"都护治所乌垒城二","0","8","8"
"护治所乌垒城二千","0","8","8"
"春秋二百四十二年","4","3","7"
"左将军上官桀父子","3","4","7"
"古代文字记载认为","0","7","7"
"代文字记载认为是","0","7","7"
"武帝元鼎六年设置","0","7","7"
"称赞的就是安汉公","0","7","7"
"赞的就是安汉公啊","0","7","7"
"大司农中丞耿寿昌","2","4","6"
"十一月甲子朔旦冬","5","1","6"
"百二十九万五千三","3","3","6"
"二十九万五千三百","3","3","6"
"十九万五千三百五","3","3","6"
"九万五千三百五十","3","3","6"
"大司马车骑将军许","2","4","6"
"皇帝敬问匈奴大单","3","3","6"
"民众的男女比例是","0","6","6"
"为大司马车骑将军","0","6","6"
"侍奉皇帝左右的人","0","6","6"
"西南到都护治所一","0","6","6"
"南到都护治所一千","0","6","6"
"举贤良方正能直言","4","1","5"
"大司马大将军博陆","2","3","5"
"司马大将军博陆侯","2","3","5"
"万五千三百五十二","2","3","5"
"五千三百五十二分","2","3","5"
"司马车骑将军许嘉","2","3","5"
"大司马大将军王凤","2","3","5"
"根大司马票骑将军","5","0","5"
"长安九千九百五十","3","2","5"
"安九千九百五十里","3","2","5"
"鳏寡孤独高年帛若","0","5","5"
"寡孤独高年帛若干","0","5","5"
"一万一千五百二十","0","5","5"
"跟随大将军卫青出","0","5","5"
"贰师将军李广利率","0","5","5"
"一封密封的奏章说","0","5","5"
"奉皇帝左右的人是","0","5","5"
"都护治所乌垒城五","0","5","5"
"护治所乌垒城五千","0","5","5"
"伟大的皇始祖考虞","0","5","5"
"大的皇始祖考虞舜","0","5","5"
"秦二世元年秋七月","2","2","4"
"卫尉李广骁骑将军","4","0","4"
"中二千石爵右庶长","2","2","4"
"度辽将军范明友击","2","2","4"
"车骑将军光禄勋富","2","2","4"
"骑将军光禄勋富平","2","2","4"
"将军光禄勋富平侯","2","2","4"
"军光禄勋富平侯安","2","2","4"
"光禄勋富平侯安世","2","2","4"
"贤良方正直言极谏","2","2","4"
"都护西域骑都尉郑","2","2","4"
"护西域骑都尉郑吉","2","2","4"
"侍中驸马都尉董贤","1","3","4"
"万三千八百二十四","2","2","4"
"百八十二万八千三","2","2","4"
"八十二万八千三百","2","2","4"
"十二万八千三百六","2","2","4"
"二万八千三百六十","2","2","4"
"八十六万二千四百","2","2","4"
"十六万二千四百五","2","2","4"
"六万二千四百五十","2","2","4"
"万二千四百五十五","2","2","4"
"二千四百五十五分","2","2","4"
"千五百六十八万九","2","2","4"
"五百六十八万九千","2","2","4"
"度八百二十一万八","2","2","4"
"八百二十一万八千","2","2","4"
"度四千六百六十一","2","2","4"
"四千六百六十一万","2","2","4"
