"N-gram","原文","翻译","Total"
"史记•建元以来王子侯","0","4","4"
"记•建元以来王子侯者","0","4","4"
"•建元以来王子侯者年","0","4","4"
"建元以来王子侯者年表","0","4","4"
"这条水发源于高平县西","0","4","4"
"条水发源于高平县西南","0","4","4"
"封给中山靖王的儿子刘","0","4","4"
"封给长沙定王的儿子敬","0","3","3"
"给长沙定王的儿子敬侯","0","3","3"
"水发源于高平县西南四","0","3","3"
"发源于高平县西南四十","0","3","3"
"往东流经容城县老城北","0","3","3"
"北水新浦县北高梁山分","2","0","2"
"水新浦县北高梁山分溪","2","0","2"
"遣将作大匠梁公叱干阿","1","1","2"
"将作大匠梁公叱干阿利","1","1","2"
"鲁阳关外分头山横岭下","1","1","2"
"汉桓帝元嘉三年杜仲长","1","1","2"
"晋蜀郡太守邓义山墓南","1","1","2"
"交州治中合浦姚文式问","1","1","2"
"东大湖十里二百二十六","1","1","2"
"大湖十里二百二十六步","1","1","2"
"益州郡弄栋县东农山母","1","1","2"
"州郡弄栋县东农山母血","1","1","2"
"郡弄栋县东农山母血谷","1","1","2"
"城共县故城西北二十里","2","0","2"
"河内郡功曹山阳荀灵龟","1","1","2"
"玉门阳关二千七百三十","1","1","2"
"门阳关二千七百三十八","1","1","2"
"阳关二千七百三十八里","1","1","2"
"狄道西北二百八十五里","1","1","2"
"熹平元年义士门生沛国","1","1","2"
"平元年义士门生沛国萧","1","1","2"
"魏明帝封尚书右仆射卫","1","1","2"
"明帝封尚书右仆射卫臻","1","1","2"
"句阳县小成阳东垂亭西","1","1","2"
"水盐城东北五里阜山下","2","0","2"
"汉武帝封城阳顷王子刘","2","0","2"
"汉平狄将军扶沟侯淮阳","1","1","2"
"平狄将军扶沟侯淮阳朱","1","1","2"
"济水南径彭城县故城东","2","0","2"
"管涔王使小臣奉谒赵皇","2","0","2"
"涔王使小臣奉谒赵皇帝","2","0","2"
"令宗群等二百三十四人","1","1","2"
"漳水东北径西门豹祠前","2","0","2"
"晋惠帝永康元年八月十","1","1","2"
"惠帝永康元年八月十四","1","1","2"
"帝永康元年八月十四日","1","1","2"
"永康元年八月十四日壬","1","1","2"
"康元年八月十四日壬寅","1","1","2"
"遣将军太原郝昭筑陈仓","1","1","2"
"将军太原郝昭筑陈仓城","1","1","2"
"魏尚书左仆射卫臻征蜀","1","1","2"
"后军外兵庞季明入卢氏","1","1","2"
"汉灵帝中平六年八月戊","1","1","2"
"灵帝中平六年八月戊辰","1","1","2"
"二十三万五千六百九十","1","1","2"
"十三万五千六百九十八","1","1","2"
"晋元康二年十一月二十","1","1","2"
"元康二年十一月二十日","1","1","2"
"汉吏部尚书安定梁孟皇","1","1","2"
"浊水上承云阳县东大黑","2","0","2"
"水上承云阳县东大黑泉","2","0","2"
"沽水南径安乐县故城东","2","0","2"
"魏冀州刺史陈留丁绍碑","1","1","2"
"晋城门校尉昌原恭侯郑","1","1","2"
"城门校尉昌原恭侯郑仲","1","1","2"
"门校尉昌原恭侯郑仲林","1","1","2"
"校尉昌原恭侯郑仲林碑","1","1","2"
"遣长乐卫尉高昌侯董忠","1","1","2"
"屈西南流径襄平县故城","2","0","2"
"西南流径襄平县故城西","2","0","2"
"天明后菩萨就离开白山","0","2","2"
"城内只有高台殿宇而已","0","2","2"
"牧人都来向它祈祷和祭","0","2","2"
"人都来向它祈祷和祭祀","0","2","2"
"酒杯里只泛起一丝丝波","0","2","2"
"杯里只泛起一丝丝波纹","0","2","2"
"开始时治所在广汉的锥","0","2","2"
"始时治所在广汉的锥县","0","2","2"
"冬天露出水面二十余丈","0","2","2"
"也有只露出一点的地方","0","2","2"
"后来齐时齐昌郡的郡治","0","2","2"
"来齐时齐昌郡的郡治也","0","2","2"
"齐时齐昌郡的郡治也迁","0","2","2"
"时齐昌郡的郡治也迁到","0","2","2"
"齐昌郡的郡治也迁到这","0","2","2"
"昌郡的郡治也迁到这里","0","2","2"
"水名和地名就是因此而","0","2","2"
"名和地名就是因此而来","0","2","2"
"和地名就是因此而来的","0","2","2"
"此水发源于北方的垂山","0","2","2"
"水发源于北方的垂山南","0","2","2"
"发源于北方的垂山南麓","0","2","2"
"与弋阳啤水发源于同一","0","2","2"
"弋阳啤水发源于同一座","0","2","2"
"阳啤水发源于同一座山","0","2","2"
"这正是因为各水流注相","0","2","2"
