"N-gram","原文","翻译","Total"
"纥石烈志宁","31","106","137"
"尚书右丞相","34","36","70"
"元帅左监军","31","31","62"
"派遣使者来","0","62","62"
"夏国派遣使","0","61","61"
"上谓宰臣曰","60","0","60"
"国派遣使者","0","60","60"
"元帅左都监","26","28","54"
"年正月初一","0","54","54"
"尚书省令史","27","25","52"
"尚书左丞相","24","26","50"
"武军节度使","24","25","49"
"为平章政事","0","49","49"
"兵马都总管","24","24","48"
"贺宋正旦使","24","23","47"
"谙班勃极烈","22","25","47"
"宰相大臣说","0","47","47"
"元帅右都监","23","23","46"
"行台尚书省","23","23","46"
"路兵马都总","23","23","46"
"对宰相大臣","0","46","46"
"纥石烈良弼","22","22","44"
"海军节度使","22","21","43"
"权参知政事","27","14","41"
"耨碗温敦思","1","40","41"
"碗温敦思忠","1","40","41"
"皇上对宰相","0","41","41"
"金世宗皇帝","0","41","41"
"打败了他们","0","40","40"
"元帅右监军","18","21","39"
"为参知政事","0","39","39"
"军节度副使","19","19","38"
"上对宰相大","0","38","38"
"知大兴府事","18","18","36"
"开府仪同三","17","18","35"
"府仪同三司","17","18","35"
"为尚书右丞","0","35","35"
"使者来祝贺","0","35","35"
"台尚书省事","17","17","34"
"签枢密院事","17","17","34"
"左谏议大夫","17","17","34"
"判大宗正事","17","16","33"
"副元帅完颜","16","17","33"
"贺宋生日使","16","16","32"
"应奉翰林文","17","15","32"
"奉翰林文字","17","15","32"
"夏国生日使","16","15","31"
"高丽生日使","16","14","30"
"军都指挥使","15","15","30"
"州管内观察","15","15","30"
"皇帝金世宗","0","30","30"
"横海军节度","15","14","29"
"为尚书左丞","0","29","29"
"皇帝下诏说","0","29","29"
"西北路招讨","14","14","28"
"德军节度使","13","15","28"
"管内观察使","14","14","28"
"遣使者来祝","0","28","28"
"天会十五年","12","15","27"
"使者来朝贺","0","27","27"
"户部员外郎","13","13","26"
"化军节度使","13","13","26"
"翰林侍讲学","13","13","26"
"林侍讲学士","13","13","26"
"右副元帅完","12","13","25"
"遣使者来朝","0","25","25"
"翰林直学士","12","12","24"
"派遣使者前","0","24","24"
"太白金星白","0","24","24"
"星白天显现","0","24","24"
"元帅完颜谋","10","13","23"
"帅完颜谋衍","10","13","23"
"行元帅府事","11","12","23"
"遣使者前来","0","23","23"
"打败宋朝军","0","23","23"
"阳军节度使","11","11","22"
"通远军节度","11","11","22"
"知枢密院事","12","10","22"
"平章政事完","10","12","22"
"章政事完颜","10","12","22"
"白金星白天","0","22","22"
"金星白天显","0","22","22"
"节度使完颜","10","11","21"
"路宣抚副使","10","11","21"
"右司员外郎","10","10","20"
"同中书门下","10","10","20"
"中书门下平","10","10","20"
"书门下平章","10","10","20"
"门下平章事","10","10","20"
"大定十五年","5","15","20"
"平章政事张","10","10","20"
"太祖阿骨打","0","20","20"
"宗即皇帝位","0","20","20"
"远军节度使","10","9","19"
"月二十五日","2","17","19"
"为枢密副使","0","19","19"
"宗皇帝下诏","0","19","19"
"路都转运使","9","9","18"
"枢密使仆散","9","9","18"
"左司员外郎","9","9","18"
"义军节度使","9","9","18"
"军节度使事","9","9","18"
"知东平府事","9","9","18"
"宁军节度使","9","9","18"
"等贺宋正旦","17","0","17"
"进平章政事","17","0","17"
"书枢密院事","9","8","17"
"知平阳府事","9","8","17"
"殿前都点检","8","9","17"
"右都监完颜","8","9","17"
"定军节度使","8","9","17"
"金紫光禄大","8","9","17"
"紫光禄大夫","8","9","17"
"德州防御使","9","8","17"
"知真定府事","9","8","17"
"古里甲石伦","3","14","17"
"为御史大夫","0","17","17"
"左副元帅宗","8","8","16"
"安武军节度","8","8","16"
"州观察判官","8","8","16"
"汾阳军节度","8","8","16"
"乌古论庆寿","8","8","16"
"国军节度使","8","8","16"
"北路招讨使","8","8","16"
"参知政事李","8","8","16"
"河南统军使","8","8","16"
"丞相纥石烈","7","9","16"
"定武军节度","8","8","16"
"大定十一年","3","13","16"
"诏令尚书省","0","16","16"
"右副元帅宗","9","6","15"
"签书枢密院","8","7","15"
"军节度使完","7","8","15"
"翰林学士承","8","7","15"
"林学士承旨","8","7","15"
"大定二十五","4","11","15"
"副都指挥使","7","8","15"
"皇帝宣宗说","0","15","15"
"年春正月初","0","15","15"
"元朝军队攻","0","15","15"
"完颜永中的","0","15","15"
"忽鲁勃极烈","7","7","14"
"国论勃极烈","7","7","14"
"同判大宗正","7","7","14"
"右丞相仆散","7","7","14"
"丞纥石烈良","7","7","14"
"安军节度使","7","7","14"
"河南路统军","7","7","14"
"彰化军节度","7","7","14"
"州刺史完颜","7","7","14"
"定二十五年","4","10","14"
"安化军节度","7","7","14"
"兴平军节度","7","7","14"
"平章政事仆","7","7","14"
"章政事仆散","7","7","14"
"行台左丞相","6","8","14"
"都元帅宗弼","7","7","14"
"金吾卫上将","7","7","14"
"吾卫上将军","7","7","14"
"西南路招讨","7","7","14"
"副元帅纥石","6","8","14"
"元帅纥石烈","6","8","14"
"帅纥石烈志","6","8","14"
"丞相仆散忠","6","8","14"
"相仆散忠义","6","8","14"
"政事完颜守","7","7","14"
"左副都点检","7","7","14"
"相纥石烈良","7","7","14"
"近侍局副使","7","7","14"
"行尚书省事","7","7","14"
"徒单克宁说","0","14","14"
"世宗皇帝说","0","14","14"
"打跑了他们","0","14","14"
"月二十一日","0","14","14"
"移赉勃极烈","6","7","13"
"绛阳军节度","7","6","13"
"州军事判官","7","6","13"
"右监军完颜","6","7","13"
"平军节度使","6","7","13"
"必兰阿鲁带","6","7","13"
"大定二十六","2","11","13"
"十二月二十","0","13","13"
"夏国派使者","0","13","13"
"进尚书右丞","12","0","12"
"翰林侍读学","6","6","12"
"林侍读学士","6","6","12"
"礼部尚书张","6","6","12"
"左丞相侍中","12","0","12"
"左丞相宗贤","6","6","12"
"步军都指挥","6","6","12"
"宣徽使敬嗣","6","6","12"
"肇州防御使","6","6","12"
"金安军节度","6","6","12"
"定远大将军","6","6","12"
"大睦亲府事","6","6","12"
"知临洮府事","6","6","12"
"刑部员外郎","6","6","12"
"近侍局直长","6","6","12"
"补尚书省令","9","3","12"
"泰定军节度","6","6","12"
"中都路都转","6","6","12"
"都路都转运","6","6","12"
"西路转运使","6","6","12"
"西路统军使","6","6","12"
"行台右丞相","6","6","12"
"行台平章政","6","6","12"
"台平章政事","6","6","12"
"命参知政事","5","7","12"
"招讨使完颜","6","6","12"
"郑州防御使","6","6","12"
"元帅仆散忠","5","7","12"
"帅仆散忠义","5","7","12"
"帅右都监完","6","6","12"
"事完颜守道","6","6","12"
"京留守完颜","5","7","12"
"泰宁军节度","6","6","12"
"乌林答剌撒","4","8","12"
"乌古论元忠","6","6","12"
"南军节度使","5","7","12"
"纥石烈牙吾","6","6","12"
"石烈牙吾塔","6","6","12"
"国史院编修","6","6","12"
"史院编修官","6","6","12"
"纥石烈胡剌","1","11","12"
"定二十六年","2","10","12"
"为贺宋正旦","0","12","12"
"听从了他的","0","12","12"
"了他的意见","0","12","12"
"丞相兼侍中","0","12","12"
"为右副元帅","0","12","12"
"军队驻扎在","0","12","12"
"春正月初一","0","12","12"
"宗对宰臣说","0","12","12"
"户部尚书高","5","6","11"
"赐姓完颜氏","6","5","11"
"丞相中书令","11","0","11"
"徽使敬嗣晖","6","5","11"
"等贺宋生日","11","0","11"
"左丞相张浩","5","6","11"
"大定二十八","4","7","11"
"天会十四年","5","6","11"
"路猛安谋克","6","5","11"
"天会十三年","4","7","11"
"临海军节度","5","6","11"
"都监完颜思","5","6","11"
"监完颜思敬","5","6","11"
"月二十三日","1","10","11"
"命平章政事","2","9","11"
"温迪罕缔达","4","7","11"
"粘割斡特剌","5","6","11"
"十一月一日","0","11","11"
"十二月初一","0","11","11"
"左丞相兼侍","0","11","11"
"领行台尚书","0","11","11"
"国派使者来","0","11","11"
"国分别派遣","0","11","11"
"分别派遣使","0","11","11"
"别派遣使者","0","11","11"
"皇帝海陵王","0","11","11"
"完颜习不主","0","11","11"
"招抚副使黄","5","5","10"
"彰德军节度","5","5","10"
"京路都转运","5","5","10"
"右丞相中书","10","0","10"
"行台尚书左","5","5","10"
"台尚书左丞","5","5","10"
"平章政事萧","5","5","10"
"左宣徽使刘","5","5","10"
"左宣徽使敬","5","5","10"
"右谏议大夫","5","5","10"
"乌古论德升","5","5","10"
"南路统军使","5","5","10"
"忠孝军一千","5","5","10"
"部族节度使","5","5","10"
"吏部员外郎","5","5","10"
"宿州防御使","5","5","10"
"右丞张汝霖","6","4","10"
"顺义军节度","5","5","10"
"十一月二十","1","9","10"
"定二十八年","4","6","10"
"西路宣抚副","5","5","10"
"礼部员外郎","5","5","10"
"东路转运使","5","5","10"
"山东西路转","5","5","10"
"东西路转运","5","5","10"
"乌古论夺剌","4","6","10"
"帅右监军完","5","5","10"
"震武军节度","5","5","10"
"咸州路都统","5","5","10"
"路都统斡鲁","5","5","10"
"勃极烈吴乞","5","5","10"
"极烈吴乞买","5","5","10"
"遥辇昭古牙","3","7","10"
"尚书左仆射","5","5","10"
"东京留守宗","6","4","10"
"左丞相完颜","1","9","10"
"奉国上将军","5","5","10"
"尚书令张浩","5","5","10"
"兵马都统制","5","5","10"
"密使仆散忽","5","5","10"
