"N-gram","原文","翻译","Total"
"派使者前来通问修好","0","14","14"
"陈国派使者前来通问","0","11","11"
"国派使者前来通问修","0","11","11"
"贺拔岳被侯莫陈悦杀","0","11","11"
"拔岳被侯莫陈悦杀害","0","11","11"
"魏北豫州刺史高仲密","4","4","8"
"东魏北豫州刺史高仲","4","3","7"
"其王派遣使者来贡献","0","7","7"
"侯莫陈悦杀害贺拔岳","0","6","6"
"陈湘州刺史华皎举州","3","2","5"
"派遣使者来贡献特产","0","5","5"
"齐洛州刺史独孤永业","3","1","4"
"沃野镇人破六汗拔陵","2","2","4"
"北豫州刺史司马消难","2","2","4"
"增邑通前一千五百户","4","0","4"
"增邑通前三千七百户","4","0","4"
"州白马傥城二防诸军","2","2","4"
"白马傥城二防诸军事","2","2","4"
"加上开府仪同大将军","2","2","4"
"东魏洛州刺史独孤永","2","2","4"
"魏洛州刺史独孤永业","2","2","4"
"增加封地连原来的一","0","4","4"
"加封地连原来的一共","0","4","4"
"从家中被征召出来任","0","4","4"
"北豫州刺史高仲密举","3","0","3"
"上亲率六军讲武城南","3","0","3"
"增邑通前二千二百户","3","0","3"
"宜丰侯萧循固守南郑","2","1","3"
"贺拔岳侯莫陈悦所害","3","0","3"
"湘州刺史华皎举州归","1","2","3"
"位至开府仪同大将军","0","3","3"
"一同派使者贡献当地","0","3","3"
"同派使者贡献当地土","0","3","3"
"派使者贡献当地土特","0","3","3"
"使者贡献当地土特产","0","3","3"
"在正武殿举行大规模","0","3","3"
"皇后阿史那氏从突厥","0","3","3"
"皇上亲自率领六军在","0","3","3"
"上亲自率领六军在城","0","3","3"
"亲自率领六军在城南","0","3","3"
"月亮侵犯心宿的中星","0","3","3"
"派使者前来贡献土特","0","3","3"
"使者前来贡献土特产","0","3","3"
"晋公宇文护执掌朝政","0","3","3"
"莫陈悦杀害贺拔岳后","0","3","3"
"跟随太祖讨伐侯莫陈","0","3","3"
"随太祖讨伐侯莫陈悦","0","3","3"
"岳被侯莫陈悦杀害以","0","3","3"
"被侯莫陈悦杀害以后","0","3","3"
"到贺拔岳被侯莫陈悦","0","3","3"
"侍奉母亲以孝顺闻名","0","3","3"
"出仕为员外散骑侍郎","0","3","3"
"官位提升为骠骑大将","0","3","3"
"位提升为骠骑大将军","0","3","3"
"封地连原来的一共一","0","3","3"
"地连原来的一共一千","0","3","3"
"任上开府仪同大将军","0","3","3"
"增加食邑与以前的相","0","3","3"
"加食邑与以前的相加","0","3","3"
"食邑与以前的相加共","0","3","3"
"魏孝武帝与齐神武帝","0","3","3"
"食邑增至一千六百户","0","3","3"
"王派遣使者来贡献特","0","3","3"
"总管襄郢昌丰唐蔡六","1","1","2"
"管襄郢昌丰唐蔡六州","1","1","2"
"襄郢昌丰唐蔡六州诸","1","1","2"
"郢昌丰唐蔡六州诸军","1","1","2"
"昌丰唐蔡六州诸军事","1","1","2"
