"N-gram","原文","翻译","Total"
"开府仪同三","101","100","201"
"府仪同三司","101","100","201"
"通直散骑常","74","74","148"
"直散骑常侍","74","74","148"
"南徐州刺史","50","43","93"
"员外散骑常","36","36","72"
"外散骑常侍","36","36","72"
"事黄门侍郎","31","31","62"
"尚书右仆射","30","30","60"
"太子中庶子","29","29","58"
"南豫州刺史","29","24","53"
"金紫光禄大","22","22","44"
"紫光禄大夫","22","22","44"
"左光禄大夫","21","21","42"
"王谘议参军","17","22","39"
"征南大将军","17","17","34"
"为散骑常侍","0","33","33"
"尚书左仆射","16","16","32"
"二州诸军事","16","16","32"
"食邑五百户","1","31","32"
"任散骑常侍","0","32","32"
"给事黄门侍","0","31","31"
"始兴王叔陵","17","13","30"
"中军大将军","14","14","28"
"四州诸军事","14","14","28"
"东扬州刺史","19","7","26"
"三州诸军事","13","13","26"
"通直散骑侍","13","13","26"
"直散骑侍郎","13","13","26"
"右光禄大夫","12","12","24"
"车骑大将军","12","12","24"
"府谘议参军","12","12","24"
"司徒左长史","12","12","24"
"府记室参军","12","12","24"
"州刺史黄法","12","11","23"
"加散骑常侍","18","5","23"
"皇帝舆驾亲","0","23","23"
"调出朝廷任","0","23","23"
"隋大业年中","0","23","23"
"职务依旧担","0","22","22"
"务依旧担任","0","22","22"
"授散骑常侍","16","5","21"
"都督吴明彻","11","10","21"
"祯明三年入","11","10","21"
"徐州诸军事","10","10","20"
"征北大将军","10","10","20"
"太子左卫率","10","10","20"
"左骁骑将军","10","10","20"
"高宗第二十","10","10","20"
"明三年入关","9","10","19"
"侯景叛乱时","0","19","19"
"大业年中为","0","19","19"
"都督南徐州","9","9","18"
"督南徐州诸","9","9","18"
"南徐州诸军","9","9","18"
"骠骑大将军","9","9","18"
"征西大将军","9","9","18"
"任通直散骑","0","18","18"
"鄱阳王伯山","11","6","17"
"都督南豫州","9","8","17"
"一千五百户","8","9","17"
"府中兵参军","8","8","16"
"王法曹参军","8","8","16"
"宫通事舍人","8","8","16"
"承皇帝旨意","0","16","16"
"帝舆驾亲临","0","16","16"
"任给事黄门","0","16","16"
"侯景被平定","0","16","16"
"州刺史欧阳","8","7","15"
"号镇南将军","11","4","15"
"国遣使献方","15","0","15"
"遣使献方物","15","0","15"
"秉承皇帝旨","0","15","15"
"为贞威将军","0","15","15"
"进号镇南将","11","3","14"
"新安王伯固","8","6","14"
"长沙王叔坚","9","5","14"
"水陆诸军事","7","7","14"
"平越中郎将","7","7","14"
"都督章昭达","8","6","14"
"东宫通事舍","8","6","14"
"帝秉承皇帝","0","14","14"
"任命为散骑","0","14","14"
"命为散骑常","0","14","14"
"朝廷任命为","0","14","14"
"南兗州刺史","13","0","13"
"州刺史吴明","7","6","13"
"刺史吴明彻","7","6","13"
"广州刺史欧","7","6","13"
"刺史黄法抃","11","2","13"
"州刺史始兴","8","5","13"
"刺史始兴王","8","5","13"
"掌东宫管记","10","3","13"
"迁散骑常侍","13","0","13"
"督南豫州诸","7","6","13"
"南豫州诸军","7","6","13"
"豫州诸军事","7","6","13"
"食邑一千户","0","13","13"
"又被任命为","0","13","13"
"鼓吹乐一部","0","13","13"
"为中书侍郎","0","13","13"
"的职务依旧","0","13","13"
"镇卫大将军","6","6","12"
"舆驾亲祠太","12","0","12"
"驾亲祠太庙","12","0","12"
"司空侯安都","7","5","12"
"始兴王伯茂","8","4","12"
"晋安王伯恭","7","5","12"
"舍人蔡景历","7","5","12"
"吴兴武康人","7","5","12"
"中录事参军","6","6","12"
"加通直散骑","9","3","12"
"梁元帝承制","9","3","12"
"增邑前一千","12","0","12"
"中权大将军","6","6","12"
"太子右卫率","6","6","12"
"南徐州大中","6","6","12"
"徐州大中正","6","6","12"
"始兴王长史","6","6","12"
"王府谘议参","6","6","12"
"王府记室参","6","6","12"
"为安南将军","0","12","12"
"为镇南将军","0","12","12"
"亲临太庙祭","0","12","12"
"任员外散骑","0","12","12"
"增赐食邑合","0","12","12"
"以前赐予的","0","12","12"
"前赐予的共","0","12","12"
"为明威将军","0","12","12"
"北徐州刺史","6","5","11"
"都督中外诸","6","5","11"
"督中外诸军","6","5","11"
