"N-gram","原文","翻译","Total"
"尚书东阁大学士","38","1","39"
"部尚书东阁大学","37","1","38"
"尚书兼东阁大学","0","33","33"
"书兼东阁大学士","0","33","33"
"礼部尚书东阁大","31","1","32"
"部尚书兼东阁大","0","32","32"
"兼文渊阁大学士","0","32","32"
"乌斯藏入朝进贡","0","31","31"
"给予世袭的凭证","0","29","29"
"右佥都御史巡抚","21","6","27"
"侍郎右佥都御史","27","0","27"
"礼部尚书兼东阁","0","26","26"
"大祭天地于南郊","0","26","26"
"升为右佥都御史","0","25","25"
"侍郎兼右佥都御","0","24","24"
"郎兼右佥都御史","0","24","24"
"部右侍郎右佥都","23","0","23"
"右侍郎右佥都御","23","0","23"
"南京兵部右侍郎","12","11","23"
"加封为太子太保","0","23","23"
"阁参与机要事务","0","22","22"
"命群臣修身反省","0","22","22"
"升为右副都御史","0","21","21"
"兵部右侍郎兼右","0","21","21"
"兵部右侍郎右佥","20","0","20"
"食禄一千五百石","4","16","20"
"为礼部尚书兼东","0","20","20"
"部右侍郎兼右佥","0","20","20"
"右侍郎兼右佥都","0","20","20"
"锦衣卫指挥佥事","8","11","19"
"加封为太子少保","0","19","19"
"南京礼部右侍郎","9","9","18"
"其中一人手持旗","0","18","18"
"督陕西三边军务","9","8","17"
"吏部尚书孙丕扬","8","9","17"
"少傅兼太子太傅","0","17","17"
"万历十一年进士","11","5","16"
"开国辅运推诚宣","8","8","16"
"国辅运推诚宣力","8","8","16"
"辅运推诚宣力武","8","8","16"
"运推诚宣力武臣","8","8","16"
"右副都御史巡抚","14","2","16"
"兵部尚书张鹤鸣","8","8","16"
"南京工部右侍郎","8","8","16"
"尚书文渊阁大学","16","0","16"
"书文渊阁大学士","16","0","16"
"少师兼太子太师","0","16","16"
"升为都指挥同知","0","16","16"
"部尚书文渊阁大","15","0","15"
"洪武二十六年定","14","1","15"
"采纳了他的意见","0","15","15"
"尚书兼文渊阁大","0","15","15"
"书兼文渊阁大学","0","15","15"
"进升为都督同知","0","15","15"
"派使者向明朝廷","0","15","15"
"大祭天地于京城","0","15","15"
"祭天地于京城南","0","15","15"
"总督陕西三边军","8","6","14"
"卫亲军指挥使司","7","7","14"
"兵部尚书李承勋","7","7","14"
"户部尚书夏原吉","7","7","14"
"抹金铜鈒花叶片","14","0","14"
"金铜鈒花叶片装","14","0","14"
"铜鈒花叶片装钉","14","0","14"
"采纳了他的建议","0","14","14"
"兼任东阁大学士","0","14","14"
"升为都指挥佥事","0","14","14"
"为兵部右侍郎兼","0","14","14"
"兼武英殿大学士","0","14","14"
"部尚书兼文渊阁","0","14","14"
"色服饰的甲士五","0","14","14"
"文渊阁参与机要","0","14","14"
"渊阁参与机要事","0","14","14"
"天地于京城南郊","0","14","14"
"加少师太子太师","13","0","13"
"南京吏部右侍郎","6","7","13"
"万历四十一年进","7","6","13"
"历四十一年进士","7","6","13"
"使者向朝廷献贡","0","13","13"
"京运历年常规银","0","13","13"
"服饰的甲士五人","0","13","13"
"进士及第以及其","0","13","13"
"士及第以及其他","0","13","13"
"及第以及其他不","0","13","13"
"第以及其他不同","0","13","13"
"其他不同的出身","0","13","13"
"兵部尚书杨嗣昌","6","6","12"
"兵部尚书丁汝夔","6","6","12"
"左副将军李文忠","5","7","12"
"协守副总兵一人","6","6","12"
"任文渊阁大学士","0","12","12"
"进升为都督佥事","0","12","12"
"福王在南京即位","0","12","12"
"被加封为太子太","0","12","12"
"升为礼部右侍郎","0","12","12"
"组织训练的军队","0","12","12"
"有花纹的丝织品","0","12","12"
"京城南郊大祭天","0","12","12"
"城南郊大祭天地","0","12","12"
"南京刑部员外郎","5","6","11"
"弘治十八年进士","5","6","11"
"礼部尚书文渊阁","11","0","11"
"总督军务威武大","6","5","11"
"督军务威武大将","6","5","11"
"军务威武大将军","6","5","11"
"皇考恭穆献皇帝","5","6","11"
"二十六年十一月","6","5","11"
"为南京户部尚书","0","11","11"
"请求朝廷允许他","0","11","11"
"为南京吏部尚书","0","11","11"
"把他们打得大败","0","11","11"
"提升为右佥都御","0","11","11"
"赐给他尚方宝剑","0","11","11"
"升任右佥都御史","0","11","11"
"升任右副都御史","0","11","11"
"派使者向朝廷献","0","11","11"
"当地组织训练的","0","11","11"
"地组织训练的军","0","11","11"
"在京城南郊大祭","0","11","11"
"万历三十八年进","5","5","10"
"历三十八年进士","5","5","10"
"万历十七年进士","5","5","10"
"万历二十年进士","6","4","10"
"大学士申时行等","5","5","10"
"吏部尚书赵南星","5","5","10"
"吏部尚书杨一清","5","5","10"
"兵部尚书马文升","5","5","10"
"吏部尚书王永光","5","5","10"
"授南京兵部主事","6","4","10"
"刑部尚书黄克缵","5","5","10"
"南京刑部右侍郎","5","5","10"
"吏部侍郎杨时乔","5","5","10"
"食禄二千五百石","3","7","10"
"傅友德征讨云南","0","10","10"
"司礼监秉笔太监","0","10","10"
"为代理都督佥事","0","10","10"
"升为左副都御史","0","10","10"
"礼部尚书兼文渊","0","10","10"
"升为代理都指挥","0","10","10"
"代理都指挥佥事","0","10","10"
