"N-gram","原文","翻译","Total"
"右佥都御史","164","158","322"
"右副都御史","123","123","246"
"兵部右侍郎","106","105","211"
"巡抚都御史","84","83","167"
"东阁大学士","82","82","164"
"礼部右侍郎","78","79","157"
"都指挥佥事","65","65","130"
"文渊阁大学","54","57","111"
"渊阁大学士","54","57","111"
"祀天地南郊","98","0","98"
"大祀天地南","88","0","88"
"卫指挥佥事","42","45","87"
"为太子太保","0","85","85"
"参与机要事","0","85","85"
"左副都御史","41","42","83"
"与机要事务","0","83","83"
"向朝廷献贡","0","81","81"
"加太子太保","75","5","80"
"锦衣卫指挥","31","49","80"
"都指挥同知","40","40","80"
"武英殿大学","36","38","74"
"英殿大学士","36","38","74"
"发生大水灾","0","74","74"
"为礼部尚书","0","74","74"
"大将军徐达","21","50","71"
"吏部左侍郎","32","39","71"
"充任总兵官","0","69","69"
"为右佥都御","0","67","67"
"为都督佥事","0","66","66"
"刑部右侍郎","33","30","63"
"洪武二十六","24","38","62"
"武二十六年","24","38","62"
"吏部右侍郎","29","32","61"
"工部右侍郎","30","31","61"
"户部右侍郎","29","28","57"
"兵部尚书王","27","30","57"
"第二年正月","0","57","57"
"月二十四日","6","50","56"
"等进士及第","0","56","56"
"赠太子太保","40","15","55"
"万历十一年","23","32","55"
"为兵部尚书","0","55","55"
"南京兵部尚","26","28","54"
"京兵部尚书","26","28","54"
"兼东阁大学","0","54","54"
"都御史巡抚","41","12","53"
"擢右佥都御","51","0","51"
"为右副都御","0","51","51"
"大祭天地于","0","51","51"
"左佥都御史","25","25","50"
"加太子少保","49","1","50"
"加封为太子","0","50","50"
"第二年二月","0","48","48"
"为太子少保","0","48","48"
"为都督同知","0","47","47"
"第二年春天","0","46","46"
"十四年正月","18","27","45"
"南京吏部尚","21","24","45"
"京吏部尚书","21","24","45"
"为兵部右侍","0","45","45"
"礼部尚书兼","0","45","45"
"为右都御史","0","45","45"
"礼部左侍郎","20","24","44"
"南京礼部尚","22","22","44"
"京礼部尚书","22","22","44"
"月二十五日","1","43","44"
"升为都指挥","0","44","44"
"京户部尚书","20","23","43"
"月二十六日","3","40","43"
"月二十三日","1","42","43"
"科都给事中","0","43","43"
"乌斯藏入贡","42","0","42"
"月二十二日","1","41","42"
"臣修身反省","0","42","42"
"十一年进士","27","14","41"
"南京户部尚","20","21","41"
"洪武十五年","16","25","41"
"吏部尚书王","21","20","41"
"十一年正月","15","26","41"
"兵部左侍郎","18","23","41"
"月二十八日","5","36","41"
"月二十一日","1","40","41"
"十三年四月","20","20","40"
"十二年正月","13","26","39"
"尚书东阁大","38","1","39"
"书东阁大学","38","1","39"
"万历二十年","8","31","39"
"封为太子太","0","39","39"
"群臣修身反","0","39","39"
"极殿大学士","19","19","38"
"十三年五月","19","19","38"
"三年春正月","30","8","38"
"部尚书东阁","37","1","38"
"十三年正月","15","23","38"
"十二月二十","2","36","38"
"仁宗即位后","0","38","38"
"刑部员外郎","18","19","37"
"都指挥使司","18","19","37"
"皇帝同意了","0","37","37"
"了他的意见","0","37","37"
"京城发生地","0","37","37"
"城发生地震","0","37","37"
"都督府佥事","18","18","36"
"二年春正月","31","5","36"
"兵部尚书张","17","19","36"
"总河都御史","18","18","36"
"向朝廷进献","0","36","36"
"部右侍郎兼","0","36","36"
"使者向朝廷","0","36","36"
"十八年进士","23","12","35"
"国子监祭酒","8","27","35"
"十五年二月","16","19","35"
"一千五百石","6","29","35"
"升为都督佥","0","35","35"
"万历十四年","12","22","34"
"总兵官一人","17","17","34"
"大同总兵官","17","17","34"
"十一年五月","17","17","34"
"大学士申时","17","17","34"
"学士申时行","17","17","34"
"署都督佥事","28","6","34"
"大学士张居","16","18","34"
"学士张居正","16","18","34"
"的守卫大臣","0","34","34"
"为礼部右侍","0","34","34"
"洪武十四年","13","20","33"
"赠太子少保","25","8","33"
"卫指挥同知","17","16","33"
"十一年四月","16","17","33"
"军都督佥事","17","16","33"
"尚书兼东阁","0","33","33"
"书兼东阁大","0","33","33"
"卫指挥使司","16","16","32"
"弘治十八年","12","20","32"
"英国公张辅","15","17","32"
"礼部尚书东","31","1","32"
"下锦衣卫狱","19","13","32"
"尚书马文升","16","16","32"
"十三年二月","17","15","32"
"令有关部门","0","32","32"
"采纳了他的","0","32","32"
"兵科给事中","0","32","32"
"部尚书兼东","0","32","32"
"向朝廷贡献","0","32","32"
"兼文渊阁大","0","32","32"
"佥都御史巡","23","8","31"
"征虏大将军","15","16","31"
"南京国子监","12","19","31"
"华盖殿大学","15","16","31"
"盖殿大学士","15","16","31"
"正统十四年","14","17","31"
"吏部尚书杨","15","16","31"
"尚书孙丕扬","15","16","31"
"过了一个月","0","31","31"
"向朝廷进贡","0","31","31"
"任兵部尚书","0","31","31"
"乌斯藏入朝","0","31","31"
"斯藏入朝进","0","31","31"
"藏入朝进贡","0","31","31"
"升为都督同","0","31","31"
"第二年四月","0","31","31"
"第二年三月","0","31","31"
"给予世袭的","0","31","31"
"世袭的凭证","0","31","31"
"出身各有差","0","31","31"
"身各有差别","0","31","31"
"第二次奠献","0","31","31"
"西提学副使","15","15","30"
"十四年六月","15","15","30"
"十七年六月","15","15","30"
"正统十三年","12","18","30"
"十八年二月","13","17","30"
"万历十二年","10","20","30"
"威武大将军","15","15","30"
"十五年五月","15","15","30"
"嘉靖十一年","13","17","30"
"十二年六月","15","15","30"
"武定侯郭勋","15","15","30"
"太常寺少卿","5","25","30"
"五年春正月","23","7","30"
"四年春正月","26","4","30"
"选为庶吉士","0","30","30"
"封为太子少","0","30","30"
"派使者向朝","0","30","30"
"世袭指挥使","11","18","29"
"六年十一月","15","14","29"
"章圣皇太后","14","15","29"
"嘉靖十八年","11","18","29"
"进右都御史","29","0","29"
"十七年正月","11","18","29"
"成化十四年","13","16","29"
"万历十五年","8","21","29"
"年春正月丙","29","0","29"
"奠先师孔子","16","13","29"
"又过了一年","0","29","29"
