"N-gram","原文","翻译","Total"
"大将军卫青","2","51","53"
"听到这个消","0","27","27"
"到这个消息","0","27","27"
"二十三年前","0","22","22"
"自己的国君","0","21","21"
"二十五年前","0","19","19"
"骠骑将军霍","0","18","18"
"骑将军霍去","0","18","18"
"将军霍去病","0","18","18"
"二十一年前","0","18","18"
"在这个时候","0","17","17"
"晋公子重耳","8","8","16"
"跟随大将军","0","16","16"
"过了一年多","0","15","15"
"我私下认为","0","15","15"
"二十九年前","0","15","15"
"二十七年前","0","15","15"
"武安侯田蚡","3","11","14"
"楚公子弃疾","8","6","14"
"杀死自己的","0","14","14"
"二十二年前","0","14","14"
"封国被废除","0","14","14"
"二十八年前","0","14","14"
"二十六年前","0","13","13"
"为平民百姓","0","13","13"
"听从了他的","0","13","13"
"的女儿嫁给","0","12","12"
"孝景帝前元","0","12","12"
"以皇子的身","0","12","12"
"皇子的身份","0","12","12"
"子的身份受","0","12","12"
"的身份受封","0","12","12"
"身份受封为","0","12","12"
"淮阴侯韩信","1","10","11"
"自己的儿子","0","11","11"
"您为什么不","0","11","11"
"国进攻齐国","0","11","11"
"该怎么办呢","0","11","11"
"杀死了自己","0","11","11"
"死了自己的","0","11","11"
"了自己的国","0","11","11"
"是什么意思","0","11","11"
"听到这件事","0","11","11"
"任命他做了","0","11","11"
"了御史大夫","0","11","11"
"汉武帝即位","0","11","11"
"的后代子孙","0","11","11"
"将军的身份","0","11","11"
"出兵打匈奴","0","11","11"
"他的儿子刘","0","11","11"
"在孝景帝前","0","11","11"
"二千石级官","0","11","11"
"千石级官员","0","11","11"
"公十二年前","0","11","11"
"三十一年前","0","11","11"
"悼惠王的儿","0","11","11"
"惠王的儿子","0","11","11"
"丞相公孙弘","3","7","10"
"文帝十六年","4","6","10"
"就是所说的","0","10","10"
"从定襄出兵","0","10","10"
"丰厚的礼物","0","10","10"
"列侯的爵位","0","10","10"
"这是我的第","0","10","10"
"苏代回答说","0","10","10"
"这是为什么","0","10","10"
"到这种地步","0","10","10"
"死自己的国","0","10","10"
"为御史大夫","0","10","10"
"圣明的君主","0","10","10"
"军打得大败","0","10","10"
"淮南王刘安","0","10","10"
"的身份跟随","0","10","10"
"随大将军卫","0","10","10"
"进攻魏国的","0","10","10"
"孝文帝即位","0","10","10"
"三十六年前","0","10","10"
"自己的弟弟","0","10","10"
"二十四年前","0","10","10"
"齐悼惠王的","0","10","10"
"太仆公孙贺","3","6","9"
"公二十一年","5","4","9"
"齐悼惠王子","9","0","9"
"这就是所说","0","9","9"
"第二年春天","0","9","9"
"是什么缘故","0","9","9"
"因为这个缘","0","9","9"
"为这个缘故","0","9","9"
"不期而至的","0","9","9"
"已经很久了","0","9","9"
"各诸侯国的","0","9","9"
"是什么原因","0","9","9"
"是说万物都","0","9","9"
"任御史大夫","0","9","9"
"平定了三秦","0","9","9"
"相国的身份","0","9","9"
"自立为国君","0","9","9"
"成为平民百","0","9","9"
"年前的春天","0","9","9"
"三十七年前","0","9","9"
"他的母亲是","0","9","9"
"三十五年前","0","9","9"
"三十三年前","0","9","9"
"迁御史大夫","8","0","8"
"淮南王谋反","5","3","8"
"高祖十二年","3","5","8"
"御史大夫韩","4","4","8"
"史大夫韩安","4","4","8"
"大夫韩安国","4","4","8"
"骠骑将军病","8","0","8"
"条侯周亚夫","1","7","8"
"御史大夫张","2","6","8"
"丞相申屠嘉","2","6","8"
"公子弃疾弑","8","0","8"
"孔子回答说","0","8","8"
"我们这些人","0","8","8"
"率领的军队","0","8","8"
"听到这消息","0","8","8"
"就会认为你","0","8","8"
"过了一会儿","0","8","8"
"把女儿嫁给","0","8","8"
"人们所说的","0","8","8"
"去攻打齐国","0","8","8"
"所率领的士","0","8","8"
"贤明的君主","0","8","8"
"了一个多月","0","8","8"
"知道这件事","0","8","8"
"秦国作人质","0","8","8"
"杀死和俘虏","0","8","8"
"十三年去世","0","8","8"
"所生的儿子","0","8","8"
"将军打匈奴","0","8","8"
"的两个儿子","0","8","8"
"从了他的计","0","8","8"
"所以能知道","0","8","8"
"以太仆之职","0","8","8"
"王刚刚即位","0","8","8"
"自己的封国","0","8","8"
"到自己的封","0","8","8"
"三晋和楚国","0","8","8"
"四十二年前","0","8","8"
"孝景帝中元","0","8","8"
"公子弃疾杀","0","8","8"
"楼船将军杨","3","4","7"
"船将军杨仆","3","4","7"
"少孔子四十","7","0","7"
"匈奴右贤王","3","4","7"
"匈奴左贤王","3","4","7"
"博望侯张骞","2","5","7"
"贰师将军李","1","6","7"
"师将军李广","1","6","7"
"将军李广利","1","6","7"
"高祖十一年","2","5","7"
"鲁弑君隐公","7","0","7"
"齐桓公始霸","7","0","7"
"公二十三年","4","3","7"
"把自己的女","0","7","7"
"自己的女儿","0","7","7"
"己的女儿嫁","0","7","7"
"的话告诉了","0","7","7"
"过了几个月","0","7","7"
"也太过分了","0","7","7"
"这难道不是","0","7","7"
"官吏和百姓","0","7","7"
"女儿嫁给他","0","7","7"
"这是不能那","0","7","7"
"是不能那样","0","7","7"
"不能那样做","0","7","7"
"能那样做的","0","7","7"
"那样做的第","0","7","7"
"这是什么原","0","7","7"
"二千石的官","0","7","7"
"是人们所说","0","7","7"
"他们的军队","0","7","7"
"而失掉侯爵","0","7","7"
"攻打齐国的","0","7","7"
"诸侯的军队","0","7","7"
"比孔子小四","0","7","7"
"孔子小四十","0","7","7"
"的话是对的","0","7","7"
"答应了他的","0","7","7"
"当了御史大","0","7","7"
"范氏和中行","0","7","7"
"氏和中行氏","0","7","7"
"投降了匈奴","0","7","7"
"韩安国担任","0","7","7"
"了他的计谋","0","7","7"
"将军的军队","0","7","7"
"将军卫青的","0","7","7"
"汉朝使者的","0","7","7"
"太后的弟弟","0","7","7"
"打匈奴有功","0","7","7"
"任秦国宰相","0","7","7"
"我所以知道","0","7","7"
"知道他的病","0","7","7"
"我所以能知","0","7","7"
"自立为齐王","0","7","7"
"把国家托付","0","7","7"
"国家托付给","0","7","7"
"皇上认为他","0","7","7"
"公卿大臣请","0","7","7"
"卿大臣请求","0","7","7"
"过了一个多","0","7","7"
"生的儿子是","0","7","7"
"景帝前元二","0","7","7"
"帝前元二年","0","7","7"
"十六年去世","0","7","7"
"在孝景帝中","0","7","7"
"齐桓公开始","0","7","7"
"楚国灭亡了","0","7","7"
"秦军攻下魏","0","7","7"
"军攻下魏国","0","7","7"
"三分之二分","0","7","7"
"沛公立汉王","6","0","6"
"千一百八十","3","3","6"
"大将军定襄","6","0","6"
"右北平太守","3","3","6"
"将军大将军","6","0","6"
"秦昭王四十","3","3","6"
"汝阴侯滕公","3","3","6"
"御史大夫周","3","3","6"
"史大夫周昌","3","3","6"
"孝景中六年","6","0","6"
"立孝文皇帝","4","2","6"
"史大夫张汤","1","5","6"
"使御史大夫","4","2","6"
"鲁仲连先生","3","3","6"
"御史大夫臣","3","3","6"
"前二年皇子","6","0","6"
"子武庚禄父","3","3","6"
"楚太子商臣","5","1","6"
"二十三年卒","6","0","6"
"营陵侯刘泽","2","4","6"
"晋景公三年","3","3","6"
"晋顷公十二","3","3","6"
"顷公十二年","3","3","6"
"太尉周亚夫","1","5","6"
"肥沃的土地","0","6","6"
"没有一个人","0","6","6"
"所率领的军","0","6","6"
"自己的妻子","0","6","6"
"韩国和魏国","0","6","6"
"老子的学说","0","6","6"
"率领的士兵","0","6","6"
"的乐声产生","0","6","6"
"的意思是说","0","6","6"
"说万物都已","0","6","6"
"一天比一天","0","6","6"
"就是人们所","0","6","6"
"犯法而失掉","0","6","6"
"法而失掉侯","0","6","6"
"大逆不道的","0","6","6"
"兵攻打齐国","0","6","6"
"写了一封信","0","6","6"
"的军队已经","0","6","6"
"的精锐部队","0","6","6"
"生了个儿子","0","6","6"
"有两个儿子","0","6","6"
"被天下人耻","0","6","6"
"天下人耻笑","0","6","6"
"杀死了太子","0","6","6"
"了他们的国","0","6","6"
"他们的国君","0","6","6"
"项羽的军队","0","6","6"
"天下刚刚平","0","6","6"
"下刚刚平定","0","6","6"
"平定了天下","0","6","6"
"是平民百姓","0","6","6"
"居住的地方","0","6","6"
"了好一会儿","0","6","6"
"长一段时间","0","6","6"
"匈奴大单于","0","6","6"
"七国叛乱时","0","6","6"
"匈奴大举入","0","6","6"
"奴大举入侵","0","6","6"
"为太中大夫","0","6","6"
"向天子报告","0","6","6"
"大将军出征","0","6","6"
"随骠骑将军","0","6","6"
"军打匈奴有","0","6","6"
"元狩六年前","0","6","6"
"的三个儿子","0","6","6"
"身份跟随大","0","6","6"
"份跟随大将","0","6","6"
"定襄出兵打","0","6","6"
"襄出兵打匈","0","6","6"
"的身份当了","0","6","6"
"国君的命令","0","6","6"
"十多个儿子","0","6","6"
"被立为太子","0","6","6"
"年轻的时候","0","6","6"
"秦国的军队","0","6","6"
"王答应了他","0","6","6"
"什么原因呢","0","6","6"
"同乘一辆车","0","6","6"
"以能知道他","0","6","6"
"许多医生都","0","6","6"
"多医生都认","0","6","6"
"医生都认为","0","6","6"
"生都认为是","0","6","6"
"楚七国叛乱","0","6","6"
"回到自己的","0","6","6"
"函谷关以东","0","6","6"
"景帝中元六","0","6","6"
"帝中元六年","0","6","6"
"把他们打败","0","6","6"
"四十三年前","0","6","6"
"进攻韩国的","0","6","6"
"三十二年前","0","6","6"
"用十来计算","0","6","6"
"他治理政事","0","6","6"
"年前以皇子","0","6","6"
"前以皇子的","0","6","6"
"伯立为国君","0","6","6"
"子弃疾杀死","0","6","6"
"二年前去世","0","6","6"
"桓公开始称","0","6","6"
"公开始称霸","0","6","6"
"三年前去世","0","6","6"
"王与秦王在","0","6","6"
"楼船将军率","1","4","5"
"齐七十馀城","5","0","5"
"昌国君乐间","3","2","5"
"少孔子三十","5","0","5"
"公子光伐楚","5","0","5"
"韩王信於代","5","0","5"
"燕王卢绾反","4","1","5"
"皇帝敬问匈","3","2","5"
"帝敬问匈奴","3","2","5"
"敬问匈奴大","3","2","5"
"问匈奴大单","3","2","5"
"将军韩安国","1","4","5"
"孝文帝元年","3","2","5"
"食客三千人","4","1","5"
"赵使廉颇将","5","0","5"
"汉王定三秦","5","0","5"
"二千五百户","3","2","5"
"棘蒲侯柴武","2","3","5"
"行御史大夫","3","2","5"
"御史大夫事","3","2","5"
"卫将军舍人","5","0","5"
"王三十六年","1","4","5"
"御史大夫汤","5","0","5"
"临江王共尉","2","3","5"
"辟阳侯审食","2","3","5"
"丞相臣青翟","3","2","5"
"皇帝使御史","3","2","5"
"帝使御史大","3","2","5"
"武王克殷纣","5","0","5"
"纣子武庚禄","3","2","5"
"公十二年卒","5","0","5"
"子弃疾弑君","5","0","5"
"弃疾弑君灵","5","0","5"
"疾弑君灵王","5","0","5"
"周幽王犬戎","5","0","5"
"幽王犬戎所","5","0","5"
"太子商臣弑","5","0","5"
"子商臣弑父","5","0","5"
"商臣弑父成","5","0","5"
"臣弑父成王","5","0","5"
"侯二十八年","2","3","5"
"晋国大夫栾","1","4","5"
"三十三年卒","5","0","5"
"齐田常弑君","5","0","5"
"田常弑君简","5","0","5"
"常弑君简公","5","0","5"
"王二十三年","2","3","5"
"就把自己的","0","5","5"
"仔细地考虑","0","5","5"
"将军卫青从","0","5","5"
"自己的生命","0","5","5"
"在什么地方","0","5","5"
"这就是我的","0","5","5"
"自己的功劳","0","5","5"
"听了这番话","0","5","5"
"有才能的人","0","5","5"
"为什么这样","0","5","5"
"进攻齐国的","0","5","5"
"的军队全部","0","5","5"
"知道他们的","0","5","5"
"各诸侯国都","0","5","5"
"指挥兵车跟","0","5","5"
"挥兵车跟从","0","5","5"
"听说这件事","0","5","5"
"自己的过失","0","5","5"
"是为什么呢","0","5","5"
"与秦军交战","0","5","5"
"事情成功了","0","5","5"
"向西侍奉秦","0","5","5"
"西侍奉秦国","0","5","5"
"了很长时间","0","5","5"
"有什么好处","0","5","5"
"的妻子儿女","0","5","5"
"是这个样子","0","5","5"
"齐国的政权","0","5","5"
"至高无上的","0","5","5"
"国讨伐宋国","0","5","5"
"哥哥的儿子","0","5","5"
"可以说他没","0","5","5"
"以说他没有","0","5","5"
"请您允许我","0","5","5"
"没有比这更","0","5","5"
"官至二千石","0","5","5"
"这是什么缘","0","5","5"
"景帝三年前","0","5","5"
"建元六年前","0","5","5"
"自立为皇帝","0","5","5"
"因为犯法而","0","5","5"
"担任上将军","0","5","5"
"比孔子小三","0","5","5"
"孔子小三十","0","5","5"
"是什么样的","0","5","5"
"王听到这个","0","5","5"
"国强大而使","0","5","5"
"了一个儿子","0","5","5"
"杀了他们的","0","5","5"
"原来的太子","0","5","5"
"有什么作为","0","5","5"
"祖十一年前","0","5","5"
"景帝前元三","0","5","5"
"身份随从高","0","5","5"
"二千石以下","0","5","5"
"他的祖先是","0","5","5"
"到秦国作人","0","5","5"
"单于继位后","0","5","5"
"和俘虏匈奴","0","5","5"
"年是汉武帝","0","5","5"
"去攻打匈奴","0","5","5"
"一万多骑兵","0","5","5"
"把他们全部","0","5","5"
"将军公孙敖","0","5","5"
"攻打匈奴的","0","5","5"
"尉的身份跟","0","5","5"
"魏其侯窦婴","0","5","5"
"年之后去世","0","5","5"
