"N-gram","原文","翻译","Total"
"中书门下平章事","88","88","176"
"同中书门下平章","87","87","174"
"马步军都指挥使","22","22","44"
"北面行营招讨使","12","12","24"
"高祖在太原起兵","0","15","15"
"为北面行营招讨","0","11","11"
"侍卫亲军都指挥","5","5","10"
"卫亲军都指挥使","5","5","10"
"侍卫步军都指挥","5","5","10"
"卫步军都指挥使","5","5","10"
"右金吾卫上将军","5","4","9"
"晋高祖在太原起","0","9","9"
"加同中书门下平","6","2","8"
"都督中外诸军事","4","4","8"
"御史大夫薛贻矩","3","3","6"
"新罗国王金朴英","3","3","6"
"河阳三城节度使","3","3","6"
"军节度使高行周","3","3","6"
"北面行营都部署","3","3","6"
"侍卫亲军都虞候","3","3","6"
"山南东道节度使","5","1","6"
"侍卫亲军马步军","3","3","6"
"卫亲军马步军都","3","3","6"
"亲军马步军都指","3","3","6"
"军马步军都指挥","3","3","6"
"京马步军都指挥","3","3","6"
"严卫指挥使尹晖","3","3","6"
"大行皇帝山陵使","3","3","6"
"为同中书门下平","0","6","6"
"潞王李从珂在凤","0","6","6"
"西京副留守刘遂","3","2","5"
"京副留守刘遂雍","3","2","5"
"天下兵马大元帅","2","3","5"
"王李从珂在凤翔","0","5","5"
"李从珂在凤翔反","0","5","5"
"从珂在凤翔反叛","0","5","5"
"为匡国军节度使","0","5","5"
"为天雄军节度使","0","5","5"
"不知道他的家世","0","5","5"
"年轻时考中进士","0","5","5"
"左金吾卫大将军","2","2","4"
"面行营兵马都统","2","2","4"
"州四面行营都统","2","2","4"
"州东面行营招讨","2","2","4"
"东面行营招讨使","2","2","4"
"军节度使杨师厚","2","2","4"
"西路行营招讨使","2","2","4"
"军节度使戴思远","2","2","4"
"右千牛卫大将军","2","2","4"
"宣义军节度使王","2","2","4"
"义军节度使王彦","2","2","4"
"军节度使王彦章","2","2","4"
"军节度使李嗣源","2","2","4"
"园栽接使储德源","2","2","4"
"逐节度使刘延皓","2","2","4"
"右金吾卫大将军","2","2","4"
"幽州道行营招讨","2","2","4"
"州道行营招讨使","2","2","4"
"北面行营副都统","2","2","4"
"军步军都指挥使","2","2","4"
"天平军节度使高","2","2","4"
"平军节度使高行","2","2","4"
"军节度使王彦超","2","2","4"
"侍卫马军都指挥","2","2","4"
"卫马军都指挥使","2","2","4"
"彭城郡夫人刘氏","2","2","4"
"太子右赞善大夫","2","2","4"
"等军蕃汉马步军","3","1","4"
"军蕃汉马步军都","3","1","4"
"高祖河东节度使","3","1","4"
"羽林指挥使杨思","2","2","4"
"林指挥使杨思权","2","2","4"
"捷右厢都指挥使","2","2","4"
"州马步军都指挥","2","2","4"
"左金吾卫上将军","2","2","4"
"护圣右厢都指挥","2","2","4"
"圣右厢都指挥使","2","2","4"
"军节度使石敬瑭","2","2","4"
"御史中丞王易简","2","2","4"
"侍卫步军指挥使","2","2","4"
"河东节度掌书记","2","2","4"
"翰林学士徐台符","2","2","4"
"州节度使李金全","2","2","4"
"剑南西川节度副","2","2","4"
"南西川节度副大","2","2","4"
"西川节度副大使","2","2","4"
"命天雄军节度使","1","3","4"
"希声判内外诸军","2","2","4"
"声判内外诸军事","2","2","4"
"等州观察处置等","2","2","4"
"州观察处置等使","2","2","4"
"左监门卫上将军","2","2","4"
"军节度使杨光远","2","2","4"
"侍卫马步军都指","2","2","4"
"卫马步军都指挥","2","2","4"
"追尊祖考为皇帝","0","4","4"
"渤海国王大讠巽","0","4","4"
"海国王大讠巽派","0","4","4"
"国王大讠巽派使","0","4","4"
"王大讠巽派使者","0","4","4"
"为昭义军节度使","0","4","4"
"为大行皇帝山陵","0","4","4"
"周世宗征伐淮南","0","4","4"
"为左骁卫上将军","0","4","4"
"周太祖在魏州起","0","4","4"
"太祖在魏州起兵","0","4","4"
"任保义军节度使","0","4","4"
"为义成军节度使","0","4","4"
"为镇国军节度使","0","4","4"
"梁太祖镇守宣武","0","4","4"
"山南束道节度使","0","4","4"
"随唐庄宗在胡柳","0","4","4"
"唐明宗进入洛阳","0","4","4"
"任义成军节度使","0","4","4"
"唐庄宗在胡柳打","0","4","4"
"庄宗在胡柳打仗","0","4","4"
"晋高祖迫不得已","0","4","4"
"耶律德光侵犯京","0","4","4"
"律德光侵犯京师","0","4","4"
"汉高祖进入京师","0","4","4"
"他的儿子刘守光","0","4","4"
"任翰林学士承旨","0","4","4"
"任宣义军节度使","0","4","4"
"为义武军节度使","0","4","4"
"抓获他们的将领","0","4","4"
"漠高祖在太原起","0","4","4"
"在境内实行大赦","0","4","4"
"记载在本朝国史","0","4","4"
"泗州牙将王知朗","2","1","3"
"张宗奭留守西都","3","0","3"
"威北面行营招讨","3","0","3"
"振武节度使李嗣","2","1","3"
"武节度使李嗣本","2","1","3"
"振武军节度使李","1","2","3"
"内园栽接使储德","2","1","3"
"副留守刘遂雍叛","2","1","3"
"杨光远杀张敬达","2","1","3"
"军节度使杜重威","1","2","3"
"西南面行营都统","2","1","3"
"世宗显德四年夏","2","1","3"
