"N-gram","原文","翻译","Total"
"侍卫亲军马步军都指","9","6","15"
"卫亲军马步军都指挥","9","6","15"
"亲军马步军都指挥使","9","6","15"
"高祖驾临崇元殿接受","0","10","10"
"祖驾临崇元殿接受朝","0","9","9"
"襄州行营都部署高行","4","4","8"
"州行营都部署高行周","4","4","8"
"侍卫都指挥使李重进","4","4","8"
"侍卫马军都指挥使李","4","2","6"
"侍卫步军都指挥使曹","3","3","6"
"卫步军都指挥使曹英","3","3","6"
"殿前都指挥使张永德","3","3","6"
"驾临崇元殿接受朝贺","0","6","6"
"侍卫马步军都指挥使","2","3","5"
"淮南西北面行营招讨","2","2","4"
"行营先锋步军都指挥","2","2","4"
"营先锋步军都指挥使","2","2","4"
"沧州节度使戴思远弃","2","2","4"
"州节度使戴思远弃城","2","2","4"
"军马步军副都指挥使","2","2","4"
"东南面行营都招讨使","2","2","4"
"大同军节度使李存璋","2","2","4"
"蕃汉马步总管李存审","2","2","4"
"安义军节度使李继韬","2","2","4"
"宰臣豆卢革率百官上","3","1","4"
"宣武军节度使李存审","2","2","4"
"军左厢马军都指挥使","2","2","4"
"步军都指挥使宋审虔","2","2","4"
"大同彰国振武威塞等","3","1","4"
"同彰国振武威塞等军","3","1","4"
"彰国振武威塞等军蕃","3","1","4"
"国振武威塞等军蕃汉","3","1","4"
"前彰武军节度使高行","2","2","4"
"彰武军节度使高行周","2","2","4"
"邢州节度使安知建叛","2","2","4"
"北面行营马军都指挥","2","2","4"
"面行营马军都指挥使","2","2","4"
"赐耀忠匡定保节功臣","2","2","4"
"圣文章武明德孝皇帝","2","2","4"
"睿文圣武昭肃孝皇帝","2","2","4"
"侍卫步军都指挥使王","2","2","4"
"卫步军都指挥使王殷","2","2","4"
"护圣左厢都指挥使郭","2","2","4"
"圣左厢都指挥使郭崇","2","2","4"
"侍卫马军指挥使郭崇","2","2","4"
"圣神恭肃文武孝皇帝","2","2","4"
"天雄军节度使符彦卿","2","2","4"
"马军都指挥使樊爱能","2","2","4"
"侍卫马军都指挥使韩","2","2","4"
"卫马军都指挥使韩令","2","2","4"
"马军都指挥使韩令坤","2","2","4"
"郎改授银青光禄大夫","2","2","4"
"节度副大使知节度事","2","2","4"
"面行营马步军都虞候","2","2","4"
"州管内观察处置等使","2","2","4"
"兼侍卫马军都指挥使","0","4","4"
"驾临崇元殿接受朝拜","0","4","4"
"徐州节度使刘斌贝为","0","4","4"
"东京马步军都指挥使","2","1","3"
"行营诸军马步都虞候","3","0","3"
"匡国军节度观察留后","2","1","3"
"南西北面行营招讨使","1","2","3"
"刘守光僭称大燕皇帝","1","2","3"
"臣豆卢革率百官上表","2","1","3"
"令所司择日备礼册命","3","0","3"
"称大汉国王致书上大","2","1","3"
"大汉国王致书上大唐","2","1","3"
"汉国王致书上大唐皇","2","1","3"
"国王致书上大唐皇帝","2","1","3"
"行营右厢马步都虞候","2","1","3"
"维应顺元年岁次甲午","2","1","3"
"振武威塞等军蕃汉马","2","1","3"
"威塞等军蕃汉马步总","2","1","3"
"塞等军蕃汉马步总管","2","1","3"
"充侍卫马军都指挥使","3","0","3"
"屯驻捧圣都虞候张令","2","1","3"
"驻捧圣都虞候张令昭","2","1","3"
"太原四面招抚排阵使","2","1","3"
"振武军节度使安叔千","1","2","3"
"遣侍卫步军都指挥使","3","0","3"
"镇海镇东等军节度使","2","1","3"
"卫马步军都指挥使李","1","2","3"
"马步军都指挥使李守","1","2","3"
"步军都指挥使李守贞","1","2","3"
"侍卫步军都指挥使郭","2","1","3"
"卫步军都指挥使郭谨","2","1","3"
"卫马军都指挥使李守","2","1","3"
"马军都指挥使李守贞","2","1","3"
"蕃汉马步军都指挥使","1","2","3"
"节度使宋延渥开门迎","2","1","3"
"卫马军指挥使郭崇率","2","1","3"
"命侍卫马军都指挥使","1","2","3"
"朗州节度使王进逵上","1","2","3"
"伪濠州团练使郭廷谓","1","2","3"
"检校国子祭酒御史中","3","0","3"
"校国子祭酒御史中丞","3","0","3"
"内外马步军都指挥使","1","2","3"
"判六军诸卫事李继岌","1","2","3"
"北面行营马步军都虞","2","1","3"
"以太子太师辞官退隐","0","3","3"
"太子太师辞官退隐的","0","3","3"
"马慎交以下一百多人","0","3","3"
"行营各军马步都虞候","0","3","3"
"刘知俊的弟弟刘知浣","0","3","3"
"州马军步军都指挥使","0","3","3"
"淮南杨溥派使者进贡","0","3","3"
"可在灵柩前即皇帝位","0","3","3"
