"N-gram","原文","翻译","Total"
"步军都指挥使","63","67","130"
"马军都指挥使","33","27","60"
"马步军都指挥","29","25","54"
"开府仪同三司","20","21","41"
"侍卫马军都指","22","17","39"
"卫马军都指挥","22","17","39"
"卫步军都指挥","18","16","34"
"侍卫步军都指","17","16","33"
"天平军节度使","15","17","32"
"天雄军节度使","15","15","30"
"侍卫亲军都指","14","14","28"
"卫亲军都指挥","14","14","28"
"面行营招讨使","13","14","27"
"亲军都指挥使","14","13","27"
"北面行营招讨","12","12","24"
"侍卫亲军马步","12","10","22"
"卫亲军马步军","11","10","21"
"枢密使郭崇韬","10","11","21"
"河南尹张全义","10","10","20"
"金紫光禄大夫","10","10","20"
"银青光禄大夫","10","10","20"
"昭义军节度使","8","11","19"
"军马步军都指","11","8","19"
"天下兵马都元","10","9","19"
"下兵马都元帅","10","9","19"
"宣武军节度使","9","9","18"
"检校工部尚书","9","9","18"
"中书门下平章","9","9","18"
"书门下平章事","9","9","18"
"行营都招讨使","9","8","17"
"亲军马步军都","9","7","16"
"翰林学士承旨","8","8","16"
"马步军都虞候","6","10","16"
"同中书门下平","8","8","16"
"帝御崇元殿受","16","0","16"
"御崇元殿受朝","16","0","16"
"州行营都部署","8","8","16"
"崇元殿接受朝","0","16","16"
"河中节度使王","7","8","15"
"马步都指挥使","12","3","15"
"军都指挥使李","8","7","15"
"停止上朝三天","0","15","15"
"忠武军节度使","7","7","14"
"节度使杨光远","7","7","14"
"集贤殿大学士","7","7","14"
"都部署高行周","7","7","14"
"加封检校太傅","0","14","14"
"平卢军节度使","5","8","13"
"左骁卫上将军","7","6","13"
"先锋都指挥使","6","7","13"
"判六军诸卫事","7","6","13"
"右厢都指挥使","7","6","13"
"加封为检校太","0","13","13"
"行营副招讨使","6","6","12"
"节度使杨师厚","6","6","12"
"昭义节度使李","6","6","12"
"节度使李嗣昭","6","6","12"
"蕃汉马步总管","9","3","12"
"振武军节度使","3","9","12"
"军步军都指挥","1","11","12"
"面行营都部署","6","6","12"
"左厢都指挥使","6","6","12"
"侍卫都指挥使","6","6","12"
"兵部尚书张昭","6","6","12"
"弘文馆大学士","3","9","12"
"为潞州节度使","0","12","12"
"任河阳节度使","0","12","12"
"加封检校太尉","0","12","12"
"军都指挥使王","5","6","11"
"军马步都虞候","7","4","11"
"州节度使李存","3","8","11"
"崇元殿受朝贺","11","0","11"
"观察处置等使","7","4","11"
"高祖驾临崇元","0","11","11"
"祖驾临崇元殿","0","11","11"
"驾临崇元殿接","0","11","11"
"临崇元殿接受","0","11","11"
"金吾卫大将军","5","5","10"
"福建节度使王","5","5","10"
"节度使贺德伦","5","5","10"
"大同军节度使","5","5","10"
"天下兵马元帅","5","5","10"
"检校右散骑常","5","5","10"
"校右散骑常侍","5","5","10"
"金吾卫上将军","5","5","10"
"面行营马步军","5","5","10"
"淮南杨溥遣使","10","0","10"
"节度使李嗣源","5","5","10"
"荆南节度使高","5","5","10"
"节度使安彦威","5","5","10"
"枢密院直学士","5","5","10"
"州节度使杨光","5","5","10"
"州节度使安审","5","5","10"
"节度使范延光","5","5","10"
"节度使高行周","5","5","10"
"成德军节度使","5","5","10"
"襄州行营都部","5","5","10"
"行营都部署高","5","5","10"
"营都部署高行","5","5","10"
"侍卫马步军都","4","6","10"
"晋昌军节度使","5","5","10"
"节度使符彦卿","5","5","10"
"节度使王彦超","5","5","10"
"都指挥使李重","5","5","10"
"指挥使李重进","5","5","10"
"马军步军都指","0","10","10"
"中书门下上奏","0","10","10"
"高祖进入洛阳","0","10","10"
"年春正月一日","0","10","10"
"厢马军都指挥","5","4","9"
"加开府仪同三","7","2","9"
"衙内都指挥使","5","4","9"
"行营马步军都","5","4","9"
"威塞等军蕃汉","5","4","9"
"节度使杜重威","4","5","9"
"检校尚书右仆","4","5","9"
"校尚书右仆射","4","5","9"
"北面行营马步","5","4","9"
"为北面招讨使","0","9","9"
"淮南杨溥派使","0","9","9"
"南杨溥派使者","0","9","9"
"派使者进贡土","0","9","9"
"停止上朝一天","0","9","9"
"元殿接受朝贺","0","9","9"
"四面行营都统","4","4","8"
"诸军都指挥使","7","1","8"
"节度使谢彦章","4","4","8"
"州节度使王彦","4","4","8"
